job_name_jobs_list,company_name,job_page_link,jobs_country_jobs_list,posted_date,deadline,job_salary_jobs_list,job_page_full_url,job_name_job_page,company_name_job_page,job_country_job_page,job_time_job_page,job_salary_job_page,job_category,job_overview,job_description_details,company_reg_date,company_phone,active_job
HOUSEMAID,ALUMA RECRUITMENT LTD,./jobs?id=6666,Saudi Arabia,"29 Jan, 2025 - 29 Jan, 2027","Deadline : 27 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6666,HOUSEMAID,ALUMA RECRUITMENT LTD,Saudi Arabia,"Jan 29, 2025 - Jan 29, 2027 ",SAR 900,Domestic Worker,HOUSEMAID,HOUSEMAID						,"13 September, 2024",+256-700-724854,False
HOUSEMAID,ALUMA RECRUITMENT LTD,./jobs?id=6666,Uganda,"Posted : 29 Jan, 2025","Deadline : 27 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6666,HOUSEMAID,ALUMA RECRUITMENT LTD,Saudi Arabia,"Jan 29, 2025 - Jan 29, 2027 ",SAR 900,Domestic Worker,HOUSEMAID,HOUSEMAID						,"13 September, 2024",+256-700-724854,False
HOUSEMAID,ALUMA RECRUITMENT LTD,./jobs?id=6800,Saudi Arabia,"20 Mar, 2025 - 20 Mar, 2027","Deadline : 12 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6800,HOUSEMAID,ALUMA RECRUITMENT LTD,Saudi Arabia,"Mar 20, 2025 - Mar 20, 2027 ",SAR 900,Domestic Worker,We are hiring capable people to work as housemaids in Kingdom of Saudi Arabia for a contract period of 2 years.,We are hiring capable people to work as housemaids in Kingdom of Saudi Arabia for a contract period of 2 years.,"13 September, 2024",+256-700-724854,True
HOUSEMAID,ALUMA RECRUITMENT LTD,./jobs?id=6800,Uganda,"Posted : 20 Mar, 2025","Deadline : 12 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6800,HOUSEMAID,ALUMA RECRUITMENT LTD,Saudi Arabia,"Mar 20, 2025 - Mar 20, 2027 ",SAR 900,Domestic Worker,We are hiring capable people to work as housemaids in Kingdom of Saudi Arabia for a contract period of 2 years.,We are hiring capable people to work as housemaids in Kingdom of Saudi Arabia for a contract period of 2 years.,"13 September, 2024",+256-700-724854,False
HOUSEMAID,BABCOOK AND BELLWAY INVESTMENT LTD,./jobs?id=6639,Saudi Arabia,"16 Jan, 2025 - 16 Jan, 2027","Deadline : 15 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6639,HOUSEMAID,BABCOOK AND BELLWAY INVESTMENT LTD,Saudi Arabia,"Jan 16, 2025 - Jan 16, 2027 ",SAR 900,Domestic Worker,ENGLISH-SPEAKING FEMALES CAPABLE OF WORKING AS HOUSE MANAGERS.,ENGLISH-SPEAKING FEMALES CAPABLE OF WORKING AS HOUSE MANAGERS.						,"18 November, 2024",+256-782-356690,False
HOUSEMAID,BABCOOK AND BELLWAY INVESTMENT LTD,./jobs?id=6639,Uganda,"Posted : 16 Jan, 2025","Deadline : 15 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6639,HOUSEMAID,BABCOOK AND BELLWAY INVESTMENT LTD,Saudi Arabia,"Jan 16, 2025 - Jan 16, 2027 ",SAR 900,Domestic Worker,ENGLISH-SPEAKING FEMALES CAPABLE OF WORKING AS HOUSE MANAGERS.,ENGLISH-SPEAKING FEMALES CAPABLE OF WORKING AS HOUSE MANAGERS.						,"18 November, 2024",+256-782-356690,False
HOUSEMAID,BLS CONTEK AGENCY LTD,./jobs?id=6772,Saudi Arabia,"28 Feb, 2025 - 28 Feb, 2027","Deadline : 27 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6772,HOUSEMAID,BLS CONTEK AGENCY LTD,Saudi Arabia,"Feb 28, 2025 - Feb 28, 2027 ",SAR 900,Domestic Worker,A. First party's obligations (Ugandan Recruitment Agency),A. First party's obligations (Ugandan Recruitment Agency),"18 July, 2024",+256703170492,False
HOUSEMAID,BLS CONTEK AGENCY LTD,./jobs?id=6772,Uganda,"Posted : 28 Feb, 2025","Deadline : 27 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6772,HOUSEMAID,BLS CONTEK AGENCY LTD,Saudi Arabia,"Feb 28, 2025 - Feb 28, 2027 ",SAR 900,Domestic Worker,A. First party's obligations (Ugandan Recruitment Agency),A. First party's obligations (Ugandan Recruitment Agency),"18 July, 2024",+256703170492,False
HOUSEMAID,CAPACITY LABOUR AGENCY LTD,./jobs?id=6785,Saudi Arabia,"12 Mar, 2025 - 12 Mar, 2027","Deadline : 04 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6785,HOUSEMAID,CAPACITY LABOUR AGENCY LTD,Saudi Arabia,"Mar 12, 2025 - Mar 12, 2027 ",SAR 900,Domestic Worker,1-Ugandan Domestic Workers.,1-Ugandan Domestic Workers.,"23 September, 2024",+256-700-436695,False
HOUSEMAID,CAPACITY LABOUR AGENCY LTD,./jobs?id=6785,Uganda,"Posted : 12 Mar, 2025","Deadline : 04 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6785,HOUSEMAID,CAPACITY LABOUR AGENCY LTD,Saudi Arabia,"Mar 12, 2025 - Mar 12, 2027 ",SAR 900,Domestic Worker,1-Ugandan Domestic Workers.,1-Ugandan Domestic Workers.,"23 September, 2024",+256-700-436695,False
HOUSEMAID,COJECTIVE INVESTMENT LIMITED,./jobs?id=6617,Saudi Arabia,"07 Jan, 2025 - 07 Jan, 2027","Deadline : 02 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6617,HOUSEMAID,COJECTIVE INVESTMENT LIMITED,Saudi Arabia,"Jan 07, 2025 - Jan 07, 2027 ",SAR 900,Domestic Worker,We are hiring capable personnel to work as housemaids in Saudi Arabia for a contract period of 2 years,We are hiring capable personnel to work as housemaids in Saudi Arabia for a contract period of 2 years,"14 March, 2024",+256-200-901132,False
HOUSEMAID,COJECTIVE INVESTMENT LIMITED,./jobs?id=6617,Uganda,"Posted : 07 Jan, 2025","Deadline : 02 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6617,HOUSEMAID,COJECTIVE INVESTMENT LIMITED,Saudi Arabia,"Jan 07, 2025 - Jan 07, 2027 ",SAR 900,Domestic Worker,We are hiring capable personnel to work as housemaids in Saudi Arabia for a contract period of 2 years,We are hiring capable personnel to work as housemaids in Saudi Arabia for a contract period of 2 years,"14 March, 2024",+256-200-901132,False
HOUSEMAID,CREATIVE GROUP INTERNATIONAL LTD,./jobs?id=6652,Saudi Arabia,"29 Jan, 2025 - 29 Jan, 2027","Deadline : 21 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6652,HOUSEMAID,CREATIVE GROUP INTERNATIONAL LTD,Saudi Arabia,"Jan 29, 2025 - Jan 29, 2027 ",SAR 900,Domestic Worker,"Housemaids are specifically hired to provide assistance in handling household chores such as washing, cleaning, cooking, and even childcare at times.","Housemaids are specifically hired to provide assistance in handling household chores such as washing, cleaning, cooking, and even childcare at times.","11 February, 2025",+256-200-923265,False
HOUSEMAID,CREATIVE GROUP INTERNATIONAL LTD,./jobs?id=6652,Saudi Arabia,"29 Jan, 2025 - 29 Jan, 2027","Deadline : 21 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6652,HOUSEMAID,CREATIVE GROUP INTERNATIONAL LTD,Saudi Arabia,"Jan 29, 2025 - Jan 29, 2027 ",SAR 900,Domestic Worker,"Housemaids are specifically hired to provide assistance in handling household chores such as washing, cleaning, cooking, and even childcare at times.","Housemaids are specifically hired to provide assistance in handling household chores such as washing, cleaning, cooking, and even childcare at times.","26 April, 2023",+256-200-923265,False
HOUSEMAID,DERM LOGISTICS UG LTD,./jobs?id=6611,Saudi Arabia,"02 Jan, 2025 - 02 Jan, 2027","Deadline : 31 May, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6611,HOUSEMAID,DERM LOGISTICS UG LTD,Saudi Arabia,"Jan 02, 2025 - Jan 02, 2027 ",SAR 900,Domestic Worker,"This Job exists to assist households in carrying out domestic work such as general cleaning, cooking, babysitting, ironing, washing, elderly care disabled care, and any other assigned duties within the confines of the home.","This Job exists to assist households in carrying out domestic work such as general cleaning, cooking, babysitting, ironing, washing, elderly care disabled care, and any other assigned duties within the confines of the home.						","17 May, 2024",+256-772-403006,True
HOUSEMAID,DERM LOGISTICS UG LTD,./jobs?id=6611,Uganda,"Posted : 02 Jan, 2025","Deadline : 31 May, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6611,HOUSEMAID,DERM LOGISTICS UG LTD,Saudi Arabia,"Jan 02, 2025 - Jan 02, 2027 ",SAR 900,Domestic Worker,"This Job exists to assist households in carrying out domestic work such as general cleaning, cooking, babysitting, ironing, washing, elderly care disabled care, and any other assigned duties within the confines of the home.","This Job exists to assist households in carrying out domestic work such as general cleaning, cooking, babysitting, ironing, washing, elderly care disabled care, and any other assigned duties within the confines of the home.						","17 May, 2024",+256-772-403006,False
HOUSEMAID,DON-MO CONTRACTORS LTD,./jobs?id=6602,Saudi Arabia,"07 Jan, 2025 - 07 Jan, 2027","Deadline : 11 Jan, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6602,HOUSEMAID,DON-MO CONTRACTORS LTD,Saudi Arabia,"Jan 07, 2025 - Jan 07, 2027 ",SAR 900,Domestic Worker,Domestic service worker ( house maid ) expected to offer house hold services hand in hand with other family members such as cleaning cooking house keeping and baby sitting.,Domestic service worker ( house maid ) expected to offer house hold services hand in hand with other family members such as cleaning cooking house keeping and baby sitting.						,"18 July, 2024",+256-393-254192,False
HOUSEMAID,EFADAH RECRUITMENT (U) LIMITED,./jobs?id=6604,Saudi Arabia,"07 Jan, 2025 - 07 Jan, 2027","Deadline : 11 Jan, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6604,HOUSEMAID,EFADAH RECRUITMENT (U) LIMITED,Saudi Arabia,"Jan 07, 2025 - Jan 07, 2027 ",SAR 900,Domestic Worker,"To work in a household of the client helping with domestic work such as washing things, cleaning, cooking and looking after children.","To work in a household of the client helping with domestic work such as washing things, cleaning, cooking and looking after children.","07 January, 2025",+256-700-573317,False
HOUSEMAID,EJM GLOBAL MANPOWER LTD,./jobs?id=6762,Saudi Arabia,"21 Feb, 2025 - 21 Feb, 2027","Deadline : 21 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6762,HOUSEMAID,EJM GLOBAL MANPOWER LTD,Saudi Arabia,"Feb 21, 2025 - Feb 21, 2027 ",SAR 900,Domestic Worker,We are hiring capable personnel to work as housemaids in Saudi Arabia for a contract period of 2 years,We are hiring capable personnel to work as housemaids in Saudi Arabia for a contract period of 2 years,"02 September, 2024",+256-740-000054,False
HOUSEMAID,EJM GLOBAL MANPOWER LTD,./jobs?id=6762,Uganda,"Posted : 21 Feb, 2025","Deadline : 21 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6762,HOUSEMAID,EJM GLOBAL MANPOWER LTD,Saudi Arabia,"Feb 21, 2025 - Feb 21, 2027 ",SAR 900,Domestic Worker,We are hiring capable personnel to work as housemaids in Saudi Arabia for a contract period of 2 years,We are hiring capable personnel to work as housemaids in Saudi Arabia for a contract period of 2 years,"02 September, 2024",+256-740-000054,False
HOUSEMAID,EKISIINGA RECRUITMENT CO. LIMITED,./jobs?id=6768,Saudi Arabia,"26 Feb, 2025 - 26 Feb, 2027","Deadline : 23 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6768,HOUSEMAID,EKISIINGA RECRUITMENT CO. LIMITED,Saudi Arabia,"Feb 26, 2025 - Feb 26, 2027 ",SAR 900,Domestic Worker,HOUSEMAID	,HOUSEMAID							,"30 June, 2023",+256-785-213932,False
HOUSEMAID,EKISIINGA RECRUITMENT CO. LIMITED,./jobs?id=6768,Uganda,"Posted : 26 Feb, 2025","Deadline : 23 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6768,HOUSEMAID,EKISIINGA RECRUITMENT CO. LIMITED,Saudi Arabia,"Feb 26, 2025 - Feb 26, 2027 ",SAR 900,Domestic Worker,HOUSEMAID	,HOUSEMAID							,"30 June, 2023",+256-785-213932,False
HOUSEMAID,EZVISA KAMPALA,./jobs?id=6651,Saudi Arabia,"23 Jan, 2025 - 23 Jan, 2027","Deadline : 21 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6651,HOUSEMAID,EZVISA KAMPALA,Saudi Arabia,"Jan 23, 2025 - Jan 23, 2027 ",SAR 900,Domestic Worker,HOUSEMAID,HOUSEMAID						,"12 January, 2024",+256-752-603995,False
HOUSEMAID,EZVISA KAMPALA,./jobs?id=6651,Uganda,"Posted : 23 Jan, 2025","Deadline : 21 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6651,HOUSEMAID,EZVISA KAMPALA,Saudi Arabia,"Jan 23, 2025 - Jan 23, 2027 ",SAR 900,Domestic Worker,HOUSEMAID,HOUSEMAID						,"12 January, 2024",+256-752-603995,False
HOUSEMAID,FILRA LIMITED,./jobs?id=6746,Saudi Arabia,"19 Feb, 2025 - 19 Feb, 2027","Deadline : 20 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6746,HOUSEMAID,FILRA LIMITED,Saudi Arabia,"Feb 19, 2025 - Feb 19, 2027 ",SAR 900,Domestic Worker,"From dusting to vacuuming, maids are professionals hired to keep homes or businesses clean. They are also called housekeepers or house cleaners. They might work for companies who are hired by private homeowners to provide cleaning services to residences or by businesses who are seeking to have offices and conference rooms cleaned. Maids also work for hotels and perform scheduled cleanings of rooms, such as replacing linens and emptying wastebaskets. Maids are often individuals who can work independently, adhere to strict schedules, and are detail-oriented time managers who are knowledgeable about using all types of cleaning implements and accessories.","From dusting to vacuuming, maids are professionals hired to keep homes or businesses clean. They are also called housekeepers or house cleaners. They might work for companies who are hired by private homeowners to provide cleaning services to residences or by businesses who are seeking to have offices and conference rooms cleaned. Maids also work for hotels and perform scheduled cleanings of rooms, such as replacing linens and emptying wastebaskets. Maids are often individuals who can work independently, adhere to strict schedules, and are detail-oriented time managers who are knowledgeable about using all types of cleaning implements and accessories.						","19 June, 2024",+256-751-779985,False
HOUSEMAID,FILRA LIMITED,./jobs?id=6746,Uganda,"Posted : 19 Feb, 2025","Deadline : 20 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6746,HOUSEMAID,FILRA LIMITED,Saudi Arabia,"Feb 19, 2025 - Feb 19, 2027 ",SAR 900,Domestic Worker,"From dusting to vacuuming, maids are professionals hired to keep homes or businesses clean. They are also called housekeepers or house cleaners. They might work for companies who are hired by private homeowners to provide cleaning services to residences or by businesses who are seeking to have offices and conference rooms cleaned. Maids also work for hotels and perform scheduled cleanings of rooms, such as replacing linens and emptying wastebaskets. Maids are often individuals who can work independently, adhere to strict schedules, and are detail-oriented time managers who are knowledgeable about using all types of cleaning implements and accessories.","From dusting to vacuuming, maids are professionals hired to keep homes or businesses clean. They are also called housekeepers or house cleaners. They might work for companies who are hired by private homeowners to provide cleaning services to residences or by businesses who are seeking to have offices and conference rooms cleaned. Maids also work for hotels and perform scheduled cleanings of rooms, such as replacing linens and emptying wastebaskets. Maids are often individuals who can work independently, adhere to strict schedules, and are detail-oriented time managers who are knowledgeable about using all types of cleaning implements and accessories.						","19 June, 2024",+256-751-779985,False
HOUSEMAID,GAMBY CONSULTS LIMITED,./jobs?id=6727,Saudi Arabia,"12 Feb, 2025 - 12 Feb, 2027","Deadline : 12 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6727,HOUSEMAID,GAMBY CONSULTS LIMITED,Saudi Arabia,"Feb 12, 2025 - Feb 12, 2027 ",SAR 900,Domestic Worker,"Cleaning, Washing Laundry, Ironing of clothes, and other household chores","Cleaning, Washing Laundry, Ironing of clothes, and other household chores","04 November, 2024",+256782123123,False
HOUSEMAID,GAMBY CONSULTS LIMITED,./jobs?id=6727,Uganda,"Posted : 12 Feb, 2025","Deadline : 12 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6727,HOUSEMAID,GAMBY CONSULTS LIMITED,Saudi Arabia,"Feb 12, 2025 - Feb 12, 2027 ",SAR 900,Domestic Worker,"Cleaning, Washing Laundry, Ironing of clothes, and other household chores","Cleaning, Washing Laundry, Ironing of clothes, and other household chores","04 November, 2024",+256782123123,False
HOUSEMAID,IMARA GLOBAL EMPLOYMENT LIMITED,./jobs?id=6809,Saudi Arabia,"26 Mar, 2025 - 26 Mar, 2027","Deadline : 17 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6809,HOUSEMAID,IMARA GLOBAL EMPLOYMENT LIMITED,Saudi Arabia,"Mar 26, 2025 - Mar 26, 2027 ",SAR 900,Domestic Worker,HOUSEMAID ,HOUSEMAID 						,"12 October, 2023",+256-701-467411,True
HOUSEMAID,IMARA GLOBAL EMPLOYMENT LIMITED,./jobs?id=6809,Uganda,"Posted : 26 Mar, 2025","Deadline : 17 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6809,HOUSEMAID,IMARA GLOBAL EMPLOYMENT LIMITED,Saudi Arabia,"Mar 26, 2025 - Mar 26, 2027 ",SAR 900,Domestic Worker,HOUSEMAID ,HOUSEMAID 						,"12 October, 2023",+256-701-467411,False
HOUSEMAID,JEVEUX D EMPLOI ENTERPRISE LTD,./jobs?id=6674,Saudi Arabia,"04 Feb, 2025 - 04 Feb, 2027","Deadline : 01 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6674,HOUSEMAID,JEVEUX D EMPLOI ENTERPRISE LTD,Saudi Arabia,"Feb 04, 2025 - Feb 04, 2027 ",SAR 900,Domestic Worker,HOUSEMAID ,HOUSEMAID 						,"08 August, 2024",+256-782-881819,False
HOUSEMAID,JEVEUX D EMPLOI ENTERPRISE LTD,./jobs?id=6675,Saudi Arabia,"17 Feb, 2025 - 17 Feb, 2027","Deadline : 01 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6675,HOUSEMAID,JEVEUX D EMPLOI ENTERPRISE LTD,Saudi Arabia,"Feb 17, 2025 - Feb 17, 2027 ",SAR 900,Domestic Worker,"To work in a household of the client helping with domestic work such as washing things, cleaning, cooking and looking after children.","To work in a household of the client helping with domestic work such as washing things, cleaning, cooking and looking after children.						","08 August, 2024",+256-782-881819,False
HOUSEMAID,KANAKAR RECRUITMENT AGENCY  LTD,./jobs?id=6610,Saudi Arabia,"08 Jan, 2025 - 08 Jan, 2027","Deadline : 16 Jan, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6610,HOUSEMAID,KANAKAR RECRUITMENT AGENCY  LTD,Saudi Arabia,"Jan 08, 2025 - Jan 08, 2027 ",SAR 900,Domestic Worker,"cleaning, dusting, laundry, ironing","cleaning, dusting, laundry, ironing","02 September, 2024",+256-708-040077,False
HOUSEMAID,MARHABA RECRUITMENT AGENCY,./jobs?id=6790,Saudi Arabia,"25 Mar, 2025 - 25 Mar, 2027","Deadline : 05 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6790,HOUSEMAID,Marhaba Recruitment Agency,Saudi Arabia,"Mar 25, 2025 - Mar 25, 2027 ",SAR 900,Domestic Worker,HOUSEMAIDS,HOUSEMAIDS,"02 February, 2024",+256-783-015925,True
HOUSEMAID,MAXIMUS EXPEDITIONS LTD,./jobs?id=6600,Uganda,"Posted : 31 Dec, 2024","Deadline : 10 Jan, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6600,HOUSEMAID,MAXIMUS EXPEDITIONS LTD,Saudi Arabia,"Dec 31, 2024 - Dec 31, 2026 ",SAR 900,Domestic Worker,Doing household chores for the sponsor,Doing household chores for the sponsor,"31 May, 2024",+256-709-013099,False
HOUSEMAID,MILLENIUM LINK LTD,./jobs?id=6616,Saudi Arabia,"07 Jan, 2025 - 07 Jan, 2027","Deadline : 01 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6616,HOUSEMAID,MILLENIUM LINK LTD,Saudi Arabia,"Jan 07, 2025 - Jan 07, 2027 ",SAR 900,Domestic Worker,"Maids are responsible for keeping residences clean and tidy. They perform various cleaning tasks, which include mopping, vacuuming and sweeping floors, washing carpets, replacing dirty linen, and wiping down kitchen counters.","Maids are responsible for keeping residences clean and tidy. They perform various cleaning tasks, which include mopping, vacuuming and sweeping floors, washing carpets, replacing dirty linen, and wiping down kitchen counters.","02 July, 2024",+256703427797,False
HOUSEMAID,MILLENIUM LINK LTD,./jobs?id=6616,Uganda,"Posted : 07 Jan, 2025","Deadline : 01 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6616,HOUSEMAID,MILLENIUM LINK LTD,Saudi Arabia,"Jan 07, 2025 - Jan 07, 2027 ",SAR 900,Domestic Worker,"Maids are responsible for keeping residences clean and tidy. They perform various cleaning tasks, which include mopping, vacuuming and sweeping floors, washing carpets, replacing dirty linen, and wiping down kitchen counters.","Maids are responsible for keeping residences clean and tidy. They perform various cleaning tasks, which include mopping, vacuuming and sweeping floors, washing carpets, replacing dirty linen, and wiping down kitchen counters.","02 July, 2024",+256703427797,False
HOUSEMAID,NOA GROUP OF COMPANIES LIMITED,./jobs?id=6747,Saudi Arabia,"19 Feb, 2025 - 19 Feb, 2027","Deadline : 20 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6747,HOUSEMAID,NOA GROUP OF COMPANIES LIMITED,Saudi Arabia,"Feb 19, 2025 - Feb 19, 2027 ",SAR 900,Domestic Worker,the job is to work as a housemaid for Saudi Employers to clean and arrange homes. they must be trained well in Uganda,the job is to work as a housemaid for Saudi Employers to clean and arrange homes. they must be trained well in Uganda,"19 June, 2024",+256-782-120964,False
HOUSEMAID,NOA GROUP OF COMPANIES LIMITED,./jobs?id=6747,Uganda,"Posted : 19 Feb, 2025","Deadline : 20 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6747,HOUSEMAID,NOA GROUP OF COMPANIES LIMITED,Saudi Arabia,"Feb 19, 2025 - Feb 19, 2027 ",SAR 900,Domestic Worker,the job is to work as a housemaid for Saudi Employers to clean and arrange homes. they must be trained well in Uganda,the job is to work as a housemaid for Saudi Employers to clean and arrange homes. they must be trained well in Uganda,"19 June, 2024",+256-782-120964,False
HOUSEMAID,PEAK LABOUR GIANTS LIMITED,./jobs?id=6632,Saudi Arabia,"20 Jan, 2025 - 20 Jan, 2027","Deadline : 14 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6632,HOUSEMAID,Peak Labour Giants Limited,Saudi Arabia,"Jan 20, 2025 - Jan 20, 2027 ",SAR 900,Domestic Worker,"DOMESTIC WORKERS OR HOUSEMAIDS ARE THE PERSONS ENGAGED IN DOMESTIC WORK WITHIN AN EMPLOYMENT RELATIONSHIP.” DOMESTIC WORK IS DEFINED AS “WORK PERFORMED IN OR FOR A HOUSEHOLD OR HOUSEHOLDS.” THE WORK MAY INCLUDE CLEANING, COOKING, WASHING AND IRONING, TAKING CARE OF CHILDREN, ELDERLY OR SICK MEMBERS OF A FAMILY, AS WELL AS HOUSEHOLD PETS, GARDENING AND GUARDING THE HOUSE WHEN EMPLOYERS ARE NOT AROUND. THIS IS A FULL TIME WORK WHICH REQUIRES STAYING IN THE RESIDENCE OF EMPLOYER UNTIL THE PERIOD OF WORKING CONTRACT ENDS. ","DOMESTIC WORKERS OR HOUSEMAIDS ARE THE PERSONS ENGAGED IN DOMESTIC WORK WITHIN AN EMPLOYMENT RELATIONSHIP.” DOMESTIC WORK IS DEFINED AS “WORK PERFORMED IN OR FOR A HOUSEHOLD OR HOUSEHOLDS.” THE WORK MAY INCLUDE CLEANING, COOKING, WASHING AND IRONING, TAKING CARE OF CHILDREN, ELDERLY OR SICK MEMBERS OF A FAMILY, AS WELL AS HOUSEHOLD PETS, GARDENING AND GUARDING THE HOUSE WHEN EMPLOYERS ARE NOT AROUND. THIS IS A FULL TIME WORK WHICH REQUIRES STAYING IN THE RESIDENCE OF EMPLOYER UNTIL THE PERIOD OF WORKING CONTRACT ENDS. 						","17 May, 2024",+256-701-588214,False
HOUSEMAID,PEAK LABOUR GIANTS LIMITED,./jobs?id=6632,Uganda,"Posted : 20 Jan, 2025","Deadline : 14 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6632,HOUSEMAID,Peak Labour Giants Limited,Saudi Arabia,"Jan 20, 2025 - Jan 20, 2027 ",SAR 900,Domestic Worker,"DOMESTIC WORKERS OR HOUSEMAIDS ARE THE PERSONS ENGAGED IN DOMESTIC WORK WITHIN AN EMPLOYMENT RELATIONSHIP.” DOMESTIC WORK IS DEFINED AS “WORK PERFORMED IN OR FOR A HOUSEHOLD OR HOUSEHOLDS.” THE WORK MAY INCLUDE CLEANING, COOKING, WASHING AND IRONING, TAKING CARE OF CHILDREN, ELDERLY OR SICK MEMBERS OF A FAMILY, AS WELL AS HOUSEHOLD PETS, GARDENING AND GUARDING THE HOUSE WHEN EMPLOYERS ARE NOT AROUND. THIS IS A FULL TIME WORK WHICH REQUIRES STAYING IN THE RESIDENCE OF EMPLOYER UNTIL THE PERIOD OF WORKING CONTRACT ENDS. ","DOMESTIC WORKERS OR HOUSEMAIDS ARE THE PERSONS ENGAGED IN DOMESTIC WORK WITHIN AN EMPLOYMENT RELATIONSHIP.” DOMESTIC WORK IS DEFINED AS “WORK PERFORMED IN OR FOR A HOUSEHOLD OR HOUSEHOLDS.” THE WORK MAY INCLUDE CLEANING, COOKING, WASHING AND IRONING, TAKING CARE OF CHILDREN, ELDERLY OR SICK MEMBERS OF A FAMILY, AS WELL AS HOUSEHOLD PETS, GARDENING AND GUARDING THE HOUSE WHEN EMPLOYERS ARE NOT AROUND. THIS IS A FULL TIME WORK WHICH REQUIRES STAYING IN THE RESIDENCE OF EMPLOYER UNTIL THE PERIOD OF WORKING CONTRACT ENDS. 						","17 May, 2024",+256-701-588214,False
HOUSEMAID,PEARL OF MAKKA INTERNATIONAL LIMITED,./jobs?id=6744,Saudi Arabia,"19 Feb, 2025 - 19 Feb, 2027","Deadline : 19 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6744,HOUSEMAID,PEARL OF MAKKA INTERNATIONAL LIMITED,Saudi Arabia,"Feb 19, 2025 - Feb 19, 2027 ",SAR 900,Domestic Worker,Housemaids are needed in Saudi Arabia to work for a contract period of 2 years.,Housemaids are needed in Saudi Arabia to work for a contract period of 2 years.						,"06 December, 2024",+256-702-424281,False
HOUSEMAID,PEARL OF MAKKA INTERNATIONAL LIMITED,./jobs?id=6744,Uganda,"Posted : 19 Feb, 2025","Deadline : 19 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6744,HOUSEMAID,PEARL OF MAKKA INTERNATIONAL LIMITED,Saudi Arabia,"Feb 19, 2025 - Feb 19, 2027 ",SAR 900,Domestic Worker,Housemaids are needed in Saudi Arabia to work for a contract period of 2 years.,Housemaids are needed in Saudi Arabia to work for a contract period of 2 years.						,"06 December, 2024",+256-702-424281,False
