company_name,company_link,company_location_companiespage,company_phone_x,company_calendar,logo_link,company_name_copg,license_no,start_date,expiry_date,address,phone_no,email,active_company,job_name_jobs_list,job_page_link,jobs_country_jobs_list,posted_date,deadline,job_salary_jobs_list,job_page_full_url,job_name_job_page,company_name_job_page,job_country_job_page,job_time_job_page,job_salary_job_page,job_category,job_overview,job_description_details,company_reg_date,company_phone_y,active_job
MAYAR ALMAJED RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/MayarAlmajedRecruitmentOffice_3483864,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-544-325222,"23 Oct, 2024 - 23 Oct, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_762_1636386067.png,MAYAR ALMAJED RECRUITMENT OFFICE,SA24100013,23 October 2024,23 October 2026,"(' P.O Box ', 'Najran, Saudi Arabia ')", +966-544-325222 , Mayaralmajed@gmail.com ,True,,,,,,,,,,,,,,,,,,False
MEHAN HUMAN RESOURCES COMPANY,https://eemis.mglsd.go.ug/companies/MEHANHUMANRESOURCESCOMPANY_33106806,"Al khobar Dammam, Saudi Arabia",+996-539-115211,"Dec 11, 2024 - Dec 11, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2349_1732456623.png,MEHAN HUMAN RESOURCES COMPANY,SA24120010,11 December 2024,11 December 2026,"(' P.O Box ', 'Eastern Province, Saudi Arabia ')", +996-539-115211 , rec@mehan.sa ,True,,,,,,,,,,,,,,,,,,False
MELLITHUR INTERNATIONAL AGENCY LTD,https://eemis.mglsd.go.ug/companies/MELLITHURINTERNATIONALAGENCYLTD_26058336,MUTUNGO P.O.BOX 134605,+256-779-831403,"28 Oct, 2024 - 27 Oct, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2084_1724774506.png,MELLITHUR INTERNATIONAL AGENCY LTD,E24100016,28 October 2024,27 October 2026,"(' P.O.BOX 134605', 'Kampala, Uganda ')", +256-779-831403 , info@mellithuragency.com ,True,,,,,,,,,,,,,,,,,,False
MEREK INVESTMENTS -SMC LTD,https://eemis.mglsd.go.ug/companies/MEREKINVESTMENTS-SMCLTD_13142400,106351,+256-782-622608,"04 Apr, 2023 - 03 Apr, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1480_1673431974.jpg,MEREK INVESTMENTS -SMC LTD,E23040006,04 April 2023,03 April 2025,"(' P.O BOX 106351 KAMPALA', 'Kampala, Uganda ')", +256-782-622608 , merekinvestmentssmsltd@gmail.com ,True,,,,,,,,,,,,,,,,,,False
MHOR ALKHADMAT RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/MHORALKHADMATRECRUITMENTOFFICE_27221400,"https://www.google.com/maps/place/PPVX%2BH29,+Al+Quds,+Riyadh+13214/@24.7439125,46.7476094,17z/data=!3m1!4b1!4m5!3m4!1s0x3e2f01f3325673d7:0x701f7f2af551e40e!8m2!3d24.7439125!4d46.7476094?entry=ttu&g_ep=EgoyMDI0MDkwMi4xIKXMDSoASAFQAw%3D%3D",+966-559-945585,"05 Sep, 2024 - 04 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2130_1724151423.jpg,MHOR ALKHADMAT RECRUITMENT OFFICE,SA24090011,05 September 2024,04 September 2026,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-559-945585 , MHWR1991@GMAIL.COM ,True,,,,,,,,,,,,,,,,,,False
MIGADDE INTERNATIONAL LTD,https://eemis.mglsd.go.ug/companies/MIGADDEINTERNATIONALLTD_372006,73654,+256-706-212748,"11 Jun, 2023 - 10 Jun, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_249_1610103743.png,MIGADDE INTERNATIONAL LTD,E23060004,11 June 2023,10 June 2025,"(' P.O Box 73654', 'Kampala, Uganda ')", +256-706-212748 , migaddeinternationalltd@gmail.com ,True,,,,,,,,,,,,,,,,,,False
MIGRATION SOLUTION LIMITED,https://eemis.mglsd.go.ug/companies/MIGRATIONSOLUTIONLIMITED_424536,NEXT TO NAMIREMBE COURTS APARTMENT,+256-779-832864,"14 Mar, 2024 - 13 Mar, 2026",https://eemis.mglsd.go.ug/assets/images/brands/logo_2661554796529514.jpg,MIGRATION SOLUTION LIMITED,E24030006,14 March 2024,13 March 2026,"(' P.O Box 12416', 'Kampala, Uganda ')", +256-779-832864 , migration.s.ltd@gmail.com ,True,,,,,,,,,,,,,,,,,,False
MILES HUMAN RESOURCE CONSULTANANCY LLC,https://eemis.mglsd.go.ug/companies/MILESHUMANRESOURCECONSULTANANCYLLC_26864736,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+971-545-123084,"04 Jan, 2024 - 04 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2116_1702630459.jpg,MILES HUMAN RESOURCE CONSULTANANCY LLC,AE24010005,04 January 2024,04 January 2026,"(' P.O Box ', 'Abu Zaby, United Arab Emirates ')", +971-545-123084 , info@mileshr.ae ,True,,,,,,,,,,,,,,,,,,False
MILLENIUM LINK LTD,https://eemis.mglsd.go.ug/companies/MILLENIUMLINKLTD_4345206,WAKALIGA RUBAGA DIVISION,+256703427797,"02 Jul, 2024 - 01 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_851_1651648799.png,MILLENIUM LINK LTD,E24070001,02 July 2024,01 July 2026,"(' P.O BOX 104606 KAMPALA UGANDA', 'Kampala, Uganda ')", +256703427797 , milleniumlink196@gmail.com ,True,Female Cleaners,./jobs?id=6640,Saudi Arabia,"17 Jan, 2025 - 17 Jan, 2027","Deadline : 15 Feb, 2025",SAR 1200,https://eemis.mglsd.go.ug/jobs?id=6640,Female Cleaners,MILLENIUM LINK LTD,Saudi Arabia,"Jan 17, 2025 - Jan 17, 2027 ",SAR 1200,Other,"Undertake tasks of sweeping, sterilizing, mopping, washing, and cleaning rooms, furniture and fittings in offices and establishments according to the tasks assigned to her.","Undertake tasks of sweeping, sterilizing, mopping, washing, and cleaning rooms, furniture and fittings in offices and establishments according to the tasks assigned to her.						","02 July, 2024",+256703427797,False
MILLENIUM LINK LTD,https://eemis.mglsd.go.ug/companies/MILLENIUMLINKLTD_4345206,WAKALIGA RUBAGA DIVISION,+256703427797,"02 Jul, 2024 - 01 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_851_1651648799.png,MILLENIUM LINK LTD,E24070001,02 July 2024,01 July 2026,"(' P.O BOX 104606 KAMPALA UGANDA', 'Kampala, Uganda ')", +256703427797 , milleniumlink196@gmail.com ,True,Female Cleaners,./jobs?id=6640,Uganda,"Posted : 17 Jan, 2025","Deadline : 15 Feb, 2025",SAR 1200,https://eemis.mglsd.go.ug/jobs?id=6640,Female Cleaners,MILLENIUM LINK LTD,Saudi Arabia,"Jan 17, 2025 - Jan 17, 2027 ",SAR 1200,Other,"Undertake tasks of sweeping, sterilizing, mopping, washing, and cleaning rooms, furniture and fittings in offices and establishments according to the tasks assigned to her.","Undertake tasks of sweeping, sterilizing, mopping, washing, and cleaning rooms, furniture and fittings in offices and establishments according to the tasks assigned to her.						","02 July, 2024",+256703427797,False
MILLENIUM LINK LTD,https://eemis.mglsd.go.ug/companies/MILLENIUMLINKLTD_4345206,WAKALIGA RUBAGA DIVISION,+256703427797,"02 Jul, 2024 - 01 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_851_1651648799.png,MILLENIUM LINK LTD,E24070001,02 July 2024,01 July 2026,"(' P.O BOX 104606 KAMPALA UGANDA', 'Kampala, Uganda ')", +256703427797 , milleniumlink196@gmail.com ,True,HOUSEMAID,./jobs?id=6616,Saudi Arabia,"07 Jan, 2025 - 07 Jan, 2027","Deadline : 01 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6616,HOUSEMAID,MILLENIUM LINK LTD,Saudi Arabia,"Jan 07, 2025 - Jan 07, 2027 ",SAR 900,Domestic Worker,"Maids are responsible for keeping residences clean and tidy. They perform various cleaning tasks, which include mopping, vacuuming and sweeping floors, washing carpets, replacing dirty linen, and wiping down kitchen counters.","Maids are responsible for keeping residences clean and tidy. They perform various cleaning tasks, which include mopping, vacuuming and sweeping floors, washing carpets, replacing dirty linen, and wiping down kitchen counters.","02 July, 2024",+256703427797,False
MILLENIUM LINK LTD,https://eemis.mglsd.go.ug/companies/MILLENIUMLINKLTD_4345206,WAKALIGA RUBAGA DIVISION,+256703427797,"02 Jul, 2024 - 01 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_851_1651648799.png,MILLENIUM LINK LTD,E24070001,02 July 2024,01 July 2026,"(' P.O BOX 104606 KAMPALA UGANDA', 'Kampala, Uganda ')", +256703427797 , milleniumlink196@gmail.com ,True,HOUSEMAID,./jobs?id=6616,Uganda,"Posted : 07 Jan, 2025","Deadline : 01 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6616,HOUSEMAID,MILLENIUM LINK LTD,Saudi Arabia,"Jan 07, 2025 - Jan 07, 2027 ",SAR 900,Domestic Worker,"Maids are responsible for keeping residences clean and tidy. They perform various cleaning tasks, which include mopping, vacuuming and sweeping floors, washing carpets, replacing dirty linen, and wiping down kitchen counters.","Maids are responsible for keeping residences clean and tidy. They perform various cleaning tasks, which include mopping, vacuuming and sweeping floors, washing carpets, replacing dirty linen, and wiping down kitchen counters.","02 July, 2024",+256703427797,False
MIREMBE RECRUITMENT CO. LTD,https://eemis.mglsd.go.ug/companies/MIREMBERECRUITMENTCOLTD_10757526,AT BUYE (MIREMBE HOUSE) ALONG OLD KIRA ROAD (MAMA WA AFRICA CLOSE),+256-759-928917,"13 Sep, 2024 - 12 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1339_1648566382.jpg,MIREMBE RECRUITMENT CO. LTD,E24090016,13 September 2024,12 September 2026,"(' P.O.BOX 108242, KAMPALA', 'Kampala, Uganda ')", +256-759-928917 , miremberecruitment@gmail.com ,True,,,,,,,,,,,,,,,,,,False
MKE RECRUITMENT AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/MKERECRUITMENTAGENCYLIMITED_15206784,RUBAGA,+256-754-281937,"18 Apr, 2023 - 17 Apr, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1592_1676882921.jpg,MKE RECRUITMENT AGENCY LIMITED,E23040014,18 April 2023,17 April 2025,"(' P.O.BOX 109074 KAMPALA, UGANDA', 'Kampala, Uganda ')", +256-754-281937 , mkerecruitmentagency22@gmail.com ,True,,,,,,,,,,,,,,,,,,False
MKR CONSULT LTD,https://eemis.mglsd.go.ug/companies/MKRCONSULTLTD_4520544,+256772848525,+256-039-356375,"23 Aug, 2024 - 22 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_868_1651660366.jpeg,MKR CONSULT LTD,E24080035,23 August 2024,22 August 2026,"(' P.O Box 107997', 'Kampala, Uganda ')", +256-039-356375 , mkrconsultltd56@gmail.com ,True,,,,,,,,,,,,,,,,,,False
MOBARAK ZAMEL ALSHAMMARI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/MobarakZamelAlshammariRecruitmentOffice_9450150,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-016-543688,"25 May, 2024 - 25 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1255_1644339377.jpg,MOBARAK ZAMEL ALSHAMMARI RECRUITMENT OFFICE,SA24050023,25 May 2024,25 May 2026,"(' P.O Box ', ""Ha'il, Saudi Arabia "")", +966-016-543688 , alrajaoffice@gmail.com ,True,,,,,,,,,,,,,,,,,,False
MOBILE LABOUR INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/MOBILELABOURINTERNATIONALLIMITED_8214,"UNIK HOUSE, KIREKA - NAMUGONGO RD",+256-758-328887,"28 Aug, 2023 - 27 Aug, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_37_1681977673.jpg,MOBILE LABOUR INTERNATIONAL LIMITED,E23080013,28 August 2023,27 August 2025,"(' P.O Box 33110', 'Wakiso, Uganda ')", +256-758-328887 , mobilelabour@yahoo.com ,True,,,,,,,,,,,,,,,,,,False
MODEST RECRUITMENT CONSULTANTS LIMITED,https://eemis.mglsd.go.ug/companies/MODESTRECRUITMENTCONSULTANTSLIMITED_1348056,102016 KAMPALA,+256-774-435751,"31 May, 2024 - 30 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_474_1706807272.png,MODEST RECRUITMENT CONSULTANTS LIMITED,E24050033,31 May 2024,30 May 2026,"(' P.O Box 3346', 'Kampala, Uganda ')", +256-774-435751 , nmerciful2@gmail.com ,True,,,,,,,,,,,,,,,,,,False
MOHAMMED ABDULAZIZ AL-RAHMAN AL-EID OFFICE FOR RECRUITMENT,https://eemis.mglsd.go.ug/companies/MohammedAbdulazizAl-RahmanAl-EidOfficeforRecruitment_8842776,https://goo.gl/maps/yFme8isTHSCjuLNj6,+966-554-477784,"04 Apr, 2023 - 04 Apr, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1214_1643558008.jpg,MOHAMMED ABDULAZIZ AL-RAHMAN AL-EID OFFICE FOR RECRUITMENT,SA229,04 April 2023,04 April 2025,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-554-477784 , aleeid@hotmail.com ,True,,,,,,,,,,,,,,,,,,False
MOHAMMED ABDULLAH ALMELHEM RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/MohammedAbdullahAlmelhemRecruitmentOffice_29145696,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-509-422115,"01 Aug, 2024 - 31 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2204_1704904884.jpeg,MOHAMMED ABDULLAH ALMELHEM RECRUITMENT OFFICE,SA24080001,01 August 2024,31 July 2026,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-509-422115 , almelhem2030@gmail.com ,True,,,,,,,,,,,,,,,,,,False
MOLDEN INTERNATIONAL LABOUR CONSULTANTS LTD,https://eemis.mglsd.go.ug/companies/MOLDENINTERNATIONALLABOURCONSULTANTSLTD_1280664,NAMUNGOONA,+2560414673718,"24 Jan, 2025 - 23 Jan, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_462_1658913570.jpg,MOLDEN INTERNATIONAL LABOUR CONSULTANTS LTD,E25010014,24 January 2025,23 January 2027,"(' P.O.BOX 31536 KAMPALA UGANDA', 'Kampala, Uganda ')", +2560414673718 , Moldeninternationalconsultants@gmail.com ,True,CLEANERS,./jobs?id=6740,United Arab Emirates,"19 Feb, 2025 - 19 Feb, 2027","Deadline : 19 Mar, 2025",AED 1200,https://eemis.mglsd.go.ug/jobs?id=6740,CLEANERS,MOLDEN INTERNATIONAL LABOUR CONSULTANTS LTD,United Arab Emirates,"Feb 19, 2025 - Feb 19, 2027 ",AED 1200,Other,"This Job demand is for both MALES and FEMALE Cleaners. The selected candidates shall be deployed in any place within the United Arab Emirates The candidates must have good command of English Language ie can read, write, speak and also comprehend spoken English. Our company gives candidates opportunities to grow and be promoted depending on the experience they have attained while on duty.","This Job demand is for both MALES and FEMALE Cleaners. The selected candidates shall be deployed in any place within the United Arab Emirates The candidates must have good command of English Language ie can read, write, speak and also comprehend spoken English. Our company gives candidates opportunities to grow and be promoted depending on the experience they have attained while on duty.						","24 January, 2025",+2560414673718,True
MOLDEN INTERNATIONAL LABOUR CONSULTANTS LTD,https://eemis.mglsd.go.ug/companies/MOLDENINTERNATIONALLABOURCONSULTANTSLTD_1280664,NAMUNGOONA,+2560414673718,"30 Nov, 2022 - 28 Feb, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_462_1658913570.jpg,MOLDEN INTERNATIONAL LABOUR CONSULTANTS LTD,E22110100,30 November 2022,28 February 2025,"(' P.O.BOX 31536 KAMPALA UGANDA', 'Kampala, Uganda ')", +2560414673718 , Moldeninternationalconsultants@gmail.com ,False,CLEANERS,./jobs?id=6740,United Arab Emirates,"19 Feb, 2025 - 19 Feb, 2027","Deadline : 19 Mar, 2025",AED 1200,https://eemis.mglsd.go.ug/jobs?id=6740,CLEANERS,MOLDEN INTERNATIONAL LABOUR CONSULTANTS LTD,United Arab Emirates,"Feb 19, 2025 - Feb 19, 2027 ",AED 1200,Other,"This Job demand is for both MALES and FEMALE Cleaners. The selected candidates shall be deployed in any place within the United Arab Emirates The candidates must have good command of English Language ie can read, write, speak and also comprehend spoken English. Our company gives candidates opportunities to grow and be promoted depending on the experience they have attained while on duty.","This Job demand is for both MALES and FEMALE Cleaners. The selected candidates shall be deployed in any place within the United Arab Emirates The candidates must have good command of English Language ie can read, write, speak and also comprehend spoken English. Our company gives candidates opportunities to grow and be promoted depending on the experience they have attained while on duty.						","24 January, 2025",+2560414673718,True
MOTUS GURUS CONSULTANTS LIMITED,https://eemis.mglsd.go.ug/companies/MOTUSGURUSCONSULTANTSLIMITED_1446486,"RUBAGA, NEAR CENTENARY BANK",+256750760944,"31 May, 2024 - 30 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_491_1646900419.png,MOTUS GURUS CONSULTANTS LIMITED,E24050034,31 May 2024,30 May 2026,"(' P.O.BOX 128893 KAMPALA. UGANDA', 'Kampala, Uganda ')", +256750760944 , motusgurusconsultants@gmail.com ,True,,,,,,,,,,,,,,,,,,False
MUASASAT NUKHBAT ALNUKHBAT LILAISTIQDAM,https://eemis.mglsd.go.ug/companies/muasasatnukhbatalnukhbatlilaistiqdam_33191424,"Riyadh 12431, Saudi Arabia",+966-506-080838,"Jan 22, 2025 - Jan 21, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_2352_1734615194.jpeg,MUASASAT NUKHBAT ALNUKHBAT LILAISTIQDAM,SA25010011,22 January 2025,21 January 2027,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-506-080838 , Ceo@nalnukhbah.com ,True,,,,,,,,,,,,,,,,,,False
MUSAND ALENGAZ RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/MUSANDALENGAZRECRUITMENTOFFICE_22721496,Hafr Al Batin,+966-508-500506,"27 May, 2024 - 27 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1946_1715899307.jpeg,MUSAND ALENGAZ RECRUITMENT OFFICE,SA24050024,27 May 2024,27 May 2026,"(' P.O Box ', 'Al Wakrah, Saudi Arabia ')", +966-508-500506 , a1045645429@gmail.com ,True,,,,,,,,,,,,,,,,,,False
MUSTAQDEMON RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/MustaqdemonRecruitmentOffice_24628056,https://goo.gl/maps/jjrJp4jweNBwPRoC9,+966-557-363381,"07 Sep, 2023 - 07 Sep, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2026_1692040006.png,MUSTAQDEMON RECRUITMENT OFFICE,SA23090004,07 September 2023,07 September 2025,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-557-363381 , chairman@orkedah.net ,True,,,,,,,,,,,,,,,,,,False
MUWONGE RECRUITMENT AGENCY - SMC LTD,https://eemis.mglsd.go.ug/companies/MUWONGERECRUITMENTAGENCY-SMCLTD_28279446,NATETE BUSEGA,+256-752-964537,"29 Apr, 2024 - 28 Apr, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2171_1709979674.jpeg,MUWONGE RECRUITMENT AGENCY - SMC LTD,E24040018,29 April 2024,28 April 2026,"(' P.O.BOX 140149, KAMPALA. UGANDA', 'Kampala, Uganda ')", +256-752-964537 , muwongerecruitment@gmail.com ,True,,,,,,,,,,,,,,,,,,False
NADIA EXCEL RECRUITMENT LIMITED,https://eemis.mglsd.go.ug/companies/NADIAEXCELRECRUITMENTLIMITED_6539616,"Kitende, Off Entebbe Road, towards St.Mary's Secondary School",+256-754-188412,"04 Apr, 2023 - 03 Apr, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1044_1664881797.jpg,NADIA EXCEL RECRUITMENT LIMITED,E23040008,04 April 2023,03 April 2025,"(' 6448, Kampala', 'Wakiso, Uganda ')", +256-754-188412 , info@nadia-excel.com ,True,,,,,,,,,,,,,,,,,,False
NAIAH RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/NaiahRecruitmentOffice_6869400,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-508-762093,"29 Nov, 2024 - 28 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1070_1660149403.jpeg,NAIAH RECRUITMENT OFFICE,SA24110033,29 November 2024,28 November 2026,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-508-762093 , naiah_off@yahoo.com ,True,,,,,,,,,,,,,,,,,,False
NASSER RECRUITMENT AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/NASSERRECRUITMENTAGENCYLIMITED_14582886,KYALIWAJALA NAMUGONGO,+256-756-568009,"16 Aug, 2024 - 15 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1559_1668153715.jpg,NASSER RECRUITMENT AGENCY LIMITED,E24080019,16 August 2024,15 August 2026,"(' P.O.BOX 108412 KAMPALA UGANDA', 'Kampala, Uganda ')", +256-756-568009 , nasserrecruitmentagency@gmail.com ,True,Housemaid,./jobs?id=6760,Saudi Arabia,"24 Feb, 2025 - 24 Feb, 2027","Deadline : 21 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6760,Housemaid,NASSER RECRUITMENT AGENCY LIMITED,Saudi Arabia,"Feb 24, 2025 - Feb 24, 2027 ",SAR 900,Domestic Worker,HOUSE MAIDS NEEDED IN KINGDOM OF SAUDI ARABIA TO WORK ON A TWO-YEAR CONTRACT,HOUSE MAIDS NEEDED IN KINGDOM OF SAUDI ARABIA TO WORK ON A TWO-YEAR CONTRACT						,"16 August, 2024",+256-756-568009,True
NASSER RECRUITMENT AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/NASSERRECRUITMENTAGENCYLIMITED_14582886,KYALIWAJALA NAMUGONGO,+256-756-568009,"16 Aug, 2024 - 15 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1559_1668153715.jpg,NASSER RECRUITMENT AGENCY LIMITED,E24080019,16 August 2024,15 August 2026,"(' P.O.BOX 108412 KAMPALA UGANDA', 'Kampala, Uganda ')", +256-756-568009 , nasserrecruitmentagency@gmail.com ,True,Housemaid,./jobs?id=6760,Uganda,"Posted : 24 Feb, 2025","Deadline : 21 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6760,Housemaid,NASSER RECRUITMENT AGENCY LIMITED,Saudi Arabia,"Feb 24, 2025 - Feb 24, 2027 ",SAR 900,Domestic Worker,HOUSE MAIDS NEEDED IN KINGDOM OF SAUDI ARABIA TO WORK ON A TWO-YEAR CONTRACT,HOUSE MAIDS NEEDED IN KINGDOM OF SAUDI ARABIA TO WORK ON A TWO-YEAR CONTRACT						,"16 August, 2024",+256-756-568009,False
NASSER RECRUITMENT AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/NASSERRECRUITMENTAGENCYLIMITED_14582886,KYALIWAJALA NAMUGONGO,+256-756-568009,"16 Aug, 2024 - 15 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1559_1668153715.jpg,NASSER RECRUITMENT AGENCY LIMITED,E24080019,16 August 2024,15 August 2026,"(' P.O.BOX 108412 KAMPALA UGANDA', 'Kampala, Uganda ')", +256-756-568009 , nasserrecruitmentagency@gmail.com ,True,housemaid,./jobs?id=6624,Saudi Arabia,"10 Jan, 2025 - 10 Jan, 2027","Deadline : 07 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6624,housemaid,NASSER RECRUITMENT AGENCY LIMITED,Saudi Arabia,"Jan 10, 2025 - Jan 10, 2027 ",SAR 900,Domestic Worker,HOUSE MAIDS NEEDED IN KINGDOM OF SAUDI ARABIA TO WORK ON A TWO-YEAR CONTRACT,HOUSE MAIDS NEEDED IN KINGDOM OF SAUDI ARABIA TO WORK ON A TWO-YEAR CONTRACT						,"16 August, 2024",+256-756-568009,False
NASSER RECRUITMENT AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/NASSERRECRUITMENTAGENCYLIMITED_14582886,KYALIWAJALA NAMUGONGO,+256-756-568009,"16 Aug, 2024 - 15 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1559_1668153715.jpg,NASSER RECRUITMENT AGENCY LIMITED,E24080019,16 August 2024,15 August 2026,"(' P.O.BOX 108412 KAMPALA UGANDA', 'Kampala, Uganda ')", +256-756-568009 , nasserrecruitmentagency@gmail.com ,True,housemaid,./jobs?id=6624,Uganda,"Posted : 10 Jan, 2025","Deadline : 07 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6624,housemaid,NASSER RECRUITMENT AGENCY LIMITED,Saudi Arabia,"Jan 10, 2025 - Jan 10, 2027 ",SAR 900,Domestic Worker,HOUSE MAIDS NEEDED IN KINGDOM OF SAUDI ARABIA TO WORK ON A TWO-YEAR CONTRACT,HOUSE MAIDS NEEDED IN KINGDOM OF SAUDI ARABIA TO WORK ON A TWO-YEAR CONTRACT						,"16 August, 2024",+256-756-568009,False
NAWAFEZ RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/nawafezrecruitmentoffice_33445926,Al Yasmin Riyadh  Saudi Arabia,+966-591-111001,"Jan 21, 2025 - Jan 21, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_2361_1736701114.jpeg,NAWAFEZ RECRUITMENT OFFICE,SA25010010,21 January 2025,21 January 2027,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-591-111001 , nwafezsa@gmail.com ,True,,,,,,,,,,,,,,,,,,False
NEBO RECRUITMENT-SMC LIMITED,https://eemis.mglsd.go.ug/companies/NEBORECRUITMENT-SMCLIMITED_32266566,"KAGUGUBE, MAKERERE KIVULU 1",+256-771-829429,"11 Feb, 2025 - 10 Feb, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_2319_1732787960.jpg,NEBO RECRUITMENT-SMC LIMITED,E25020003,11 February 2025,10 February 2027,"(' P.O BOX 170848', 'Kampala, Uganda ')", +256-771-829429 , neborecruitmentsmcltd@gmail.com ,True,,,,,,,,,,,,,,,,,,False
NET EXPRESS DELIVERY SERVICES L.L.C,https://eemis.mglsd.go.ug/companies/NETEXPRESSDELIVERYSERVICESLLC_32713350,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+971-553-204740,"Nov 19, 2024 - Nov 19, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2335_1730896599.jpeg,NET EXPRESS DELIVERY SERVICES L.L.C,AE24110026,19 November 2024,19 November 2026,"(' P.O Box ', 'Dubayy, United Arab Emirates ')", +971-553-204740 , netexpressbikers@gmail.com ,True,,,,,,,,,,,,,,,,,,False
NIGHT DERRICK & SENYIMBA INTERNATIONAL CONSULTANTS LTD,https://eemis.mglsd.go.ug/companies/NIGHTDERRICKSENYIMBAINTERNATIONALCONSULTANTSLTD_14100534,P.O BOX 500148 Wandegeya,+256-702-862478,"20 Jan, 2023 - 19 Jan, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1533_1665610558.png,NIGHT DERRICK & SENYIMBA INTERNATIONAL CONSULTANTS LTD,E23010020,20 January 2023,19 January 2025,"(' P.O BOX 500148 Wandegeya', 'Kampala, Uganda ')", +256-702-862478 , ndsinternationalconsultants@gmail.com ,False,,,,,,,,,,,,,,,,,,False
