company_name,company_link,company_location_companiespage,company_phone,company_calendar,logo_link,company_name_copg,Licence No :,Start Date :,Expiry Date :,Address :,Phone :,Email :
BEST RECRUITMENT AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/BESTRECRUITMENTAGENCYLIMITED_1048344,Aquva House,+256-707-111222,"21 Oct, 2025 - 20 Oct, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_418_1753097624.png,BEST RECRUITMENT AGENCY LIMITED,E25100010,21 October 2025,20 October 2027,"(' P.O Box ', 'Kampala, Uganda ')", +256-707-111222 , bestrecruitmentconsultancy2022@gmail.com 
HARAMAIN EMPLOYMENT CONSULTANT LIMITED,https://eemis.mglsd.go.ug/companies/HARAMAINEMPLOYMENTCONSULTANTLIMITED_1043334,NYANAMA ROAD JUNCTION,+256-704-322214,"07 Aug, 2025 - 06 Aug, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_417_1657117866.jpg,HARAMAIN EMPLOYMENT CONSULTANT LIMITED,E25080011,07 August 2025,06 August 2027,"(' P.O.BOX 10674 KAMPALA UGANDA', 'Kampala, Uganda ')", +256-704-322214 , haramainemploymentc@gmail.com 
WASEL RECRUITMENT COMPANY LIMITED,https://eemis.mglsd.go.ug/companies/WASELRECRUITMENTCOMPANYLIMITED_1008600,101234 K'LA,+256-708-605032,"23 Aug, 2024 - 22 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_410_1649843863.jpeg,WASEL RECRUITMENT COMPANY LIMITED,E24080033,23 August 2024,22 August 2026,"(' P.O Box 101234', 'Kampala, Uganda ')", +256-708-605032 , recruitwasel@gmail.com 
BLS CONTEK AGENCY LTD,https://eemis.mglsd.go.ug/companies/BLSCONTEKAGENCYLTD_1003686,D.K SERUWU ROAD,+256703170492,"18 Jul, 2024 - 17 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_409_1648408512.jpg,BLS CONTEK AGENCY LTD,E24070008,18 July 2024,17 July 2026,"(' P.O Box 16040   Kampala Uganda', 'Kampala, Uganda ')", +256703170492 , blscontekagencyltd1@gmail.com 
SUPREME MANPOWER LIMITED,https://eemis.mglsd.go.ug/companies/SUPREMEMANPOWERLIMITED_998784,BUSAWULA,+256-788-008216,"21 Oct, 2025 - 20 Oct, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_408_1647782879.jpg,SUPREME MANPOWER LIMITED,E25100009,21 October 2025,20 October 2027,"(' P.O. BOX 16247 KAMPALA', 'Wakiso, Uganda ')", +256-788-008216 , suprememanpower2019@gmail.com 
SKYZ LIMITED,https://eemis.mglsd.go.ug/companies/SKYZLIMITED_974454,"NTINDA, MARTYRS GARDEN ROAD A,  NEAR UNEB",+256773449691,"29 Apr, 2024 - 28 Apr, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_403_1646137929.jpeg,SKYZ LIMITED,E24040013,29 April 2024,28 April 2026,"(' P.O.BOX 6705 KAMPALA UGANDA', 'Kampala, Uganda ')", +256773449691 , Skyzltd1@gmail.com 
SUCCESS JOBS CONSULTANTS LTD,https://eemis.mglsd.go.ug/companies/SUCCESSJOBSCONSULTANTSLTD_969624,ZANA,+256-701-272328,"18 Nov, 2024 - 17 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_402_1659597177.png,SUCCESS JOBS CONSULTANTS LTD,E24110019,18 November 2024,17 November 2026,"(' P.O.BOX 104841 KAMPALA, UGANDA', 'Kampala, Uganda ')", +256-701-272328 , Successjobsconsultants@gmail.com 
IDEALE HUMAN RESOURCE CONSULTANCY LTD,https://eemis.mglsd.go.ug/companies/IDEALEHUMANRESOURCECONSULTANCYLTD_964806,+256752355841,+256782104434,"23 Aug, 2024 - 22 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_401_1648646304.jpg,IDEALE HUMAN RESOURCE CONSULTANCY LTD,E24080036,23 August 2024,22 August 2026,"(' P.O Box ', 'Kampala, Uganda ')", +256782104434 , Idealehrconsultancy@gmail.com 
PROXY RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/PROXYRECRUITMENTAGENCYLTD_926694,+256774806000,+256-759-403662,"18 Dec, 2024 - 17 Dec, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_393_1658331297.jpg,PROXY RECRUITMENT AGENCY LTD,E24120016,18 December 2024,17 December 2026,"(' P.O BOX  165272', 'Kampala, Uganda ')", +256-759-403662 , proxyagency.co@gmail.com 
EBENEZER RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/EBENEZERRECRUITMENTAGENCYLTD_921984,"MPERERWE, NAMERE",+256756416979,"16 Aug, 2024 - 15 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_392_1653296000.jpg,EBENEZER RECRUITMENT AGENCY LTD,E24080020,16 August 2024,15 August 2026,"(' P.O.BOX 300025 KAMPALA UGANDA', 'Kampala, Uganda ')", +256756416979 , ebenezerrecruitmentagltd@gmail.com 
ZONO AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/ZONOAGENCYLIMITED_903264,KAWEMPE MBOGO,+256706390012,"18 Jul, 2024 - 17 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_388_1654200861.jpg,ZONO AGENCY LIMITED,E24070012,18 July 2024,17 July 2026,"(' P.O.BOX 35870 KAMPALA UGANDA', 'Kampala, Uganda ')", +256706390012 , zonoagency@gmail.com 
SOWICKS RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/SOWICKSRECRUITMENTAGENCYLTD_884736,"KYALIWAJALA,NAMUGONGO",+256-782-554654,"04 Jul, 2025 - 03 Jul, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_384_1669194626.jpeg,SOWICKS RECRUITMENT AGENCY LTD,E25070006,04 July 2025,03 July 2027,"(' P.O.BOX 103473, Kampala -Uganda Plot 3782, Kyaliwajala, Namugongo', 'Wakiso, Uganda ')", +256-782-554654 , sowicksrecruitmentagencyltd@gmail.com 
ABSOLUTE CONNECTION INTERNATIONAL LTD,https://eemis.mglsd.go.ug/companies/ABSOLUTECONNECTIONINTERNATIONALLTD_875544,"NABULAGALA ROAD ,KAYIWA ZONE",+256753210986,"16 Aug, 2024 - 15 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_382_1649834475.jpeg,ABSOLUTE CONNECTION INTERNATIONAL LTD,E24080023,16 August 2024,15 August 2026,"(' P.O.BOX , 71644 KAMPALA UGANDA', 'Kampala, Uganda ')", +256753210986 , absoluteconnectionint@gmail.com 
KEIRA SOLUTIONS LTD,https://eemis.mglsd.go.ug/companies/KEIRASOLUTIONSLTD_857304,"P.O. BOX 37115, NtInda-Kiwatule Road, Kampala",+256-776-908448,"11 Jan, 2024 - 10 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_378_1698164684.jpg,KEIRA SOLUTIONS LTD,E24010007,11 January 2024,10 January 2026,"(' P.O Box 37115', 'Kampala, Uganda ')", +256-776-908448 , keirasolutionsltd@gmail.com 
INFINITY STUFFING LIMITED,https://eemis.mglsd.go.ug/companies/INFINITYSTUFFINGLIMITED_843750,PLOT 257 WAVAMUNO ROAD OPPOSITE MAWANGA MOSQUE,+256-392-966825,"02 Apr, 2024 - 01 Apr, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_375_1612791383.jpg,INFINITY STUFFING LIMITED,E24040004,02 April 2024,01 April 2026,"(' P.O Box N/A', 'Kampala, Uganda ')", +256-392-966825 , admin@infinitystuffing.com 
ULINZI GENERAL SERVICES LIMITED,https://eemis.mglsd.go.ug/companies/ULINZIGENERALSERVICESLIMITED_839256,"Kampala-Hoima Rd, Wakiso, Uganda",+256-772-996039,"22 Jun, 2024 - 21 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_374_1637754907.jpg,ULINZI GENERAL SERVICES LIMITED,E24060017,22 June 2024,21 June 2026,"(' 16434, KAMPALA, UGANDA', 'Wakiso, Uganda ')", +256-772-996039 , Ulinzigeneralservices@gmail.com 
HIGHOPES INTERNATIONAL LINKAGES LTD,https://eemis.mglsd.go.ug/companies/HIGHOPESINTERNATIONALLINKAGESLTD_834774,NANSANA HOIMA RD OPPOSITE POLICE STATION,+256-752-046367,"23 Sep, 2024 - 22 Sep, 2026",,,,,,,,
MAFAZ RECRUITMENT LIMITED,https://eemis.mglsd.go.ug/companies/MAFAZRECRUITMENTLIMITED_825846,MAKINDYE  DIVISION,+256-701-965359,"26 Jul, 2025 - 25 Jul, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_371_1642167820.jpeg,MAFAZ RECRUITMENT LIMITED,E25070019,26 July 2025,25 July 2027,"(' 12073 KAMPALA', 'Kampala, Uganda ')", +256-701-965359 , mafazug@gmail.com 
ALFRANIFA AGENCY FOR RECRUITMENT AND CONSULTANCY LIMITED,https://eemis.mglsd.go.ug/companies/ALFRANIFAAGENCYFORRECRUITMENTANDCONSULTANCYLIMITED_803736,LUNGUJJA  MAKAMBA ROAD,+256-782-194631,"09 Apr, 2025 - 08 Apr, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_366_1660549440.jpg,ALFRANIFA AGENCY FOR RECRUITMENT AND CONSULTANCY LIMITED,E25040004,09 April 2025,08 April 2027,"(' P.O.BOX 37478 KAMPALA UGANDA', 'Kampala, Uganda ')", +256-782-194631 , alfranifaagencyltd@gmail.com 
HAYS GENERAL AGENCIES LTD,https://eemis.mglsd.go.ug/companies/HAYSGENERALAGENCIESLTD_794976,KIYANJA ZONE,+256-786-421148,"23 Aug, 2024 - 22 Aug, 2026",,,,,,,,
NEPTUNE JOBS LTD,https://eemis.mglsd.go.ug/companies/NEPTUNEJOBSLTD_786264,NSIMBIZIWOME ZONE A,+256-752-458431,"25 Jun, 2025 - 24 Jun, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_362_1741354334.jpg,NEPTUNE JOBS LTD,E25060011,25 June 2025,24 June 2027,"(' 120995 KAMPALA', 'Kampala, Uganda ')", +256-752-458431 , neptunejobs78@gmail.com 
INTERCONNECT OVERSEAS RECRUITMENT LIMITED,https://eemis.mglsd.go.ug/companies/INTERCONNECTOVERSEASRECRUITMENTLIMITED_777600,"Plot 29, Hancook Road Ntinda - Kampala",+256-774-545273,"25 Jul, 2024 - 24 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_360_1716887050.jpg,INTERCONNECT OVERSEAS RECRUITMENT LIMITED,E24070019,25 July 2024,24 July 2026,"(' P.O.BOX 826 Kampala - Uganda', 'Kampala, Uganda ')", +256-774-545273 , interconnectoverseas@gmail.com 
MARHABA RECRUITMENT AGENCY,https://eemis.mglsd.go.ug/companies/MarhabaRecruitmentAgency_773286,"Tank Road, Zone 5, Luzira",+256-783-015925,"02 Feb, 2024 - 01 Feb, 2026",,,,,,,,
RUNTOWN AGENCIES LIMITED,https://eemis.mglsd.go.ug/companies/RUNTOWNAGENCIESLIMITED_768984,"KABOWA, NYANAMA Road",+256-702-769754,"22 Mar, 2024 - 21 Mar, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_358_1553681988.jpg,RUNTOWN AGENCIES LIMITED,E24030009,22 March 2024,21 March 2026,"(' P.O Box ', 'Kampala, Uganda ')", +256-702-769754 , info.runtownagenciesltd@gmail.com 
DIAMOND ROSES  LTD,https://eemis.mglsd.go.ug/companies/DIAMONDROSESLTD_764694,"BIVAMUNTUUYO HOUSE, MPERERWE  GAYAZA ROAD",+256-773-842613,"11 Dec, 2024 - 10 Dec, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_357_1595940522.jpg,DIAMOND ROSES  LTD,E24120011,11 December 2024,10 December 2026,"(' P.O Box 103603', 'Kampala, Uganda ')", +256-773-842613 , diamondroseint@gmail.com 
ALUMA RECRUITMENT LTD,https://eemis.mglsd.go.ug/companies/ALUMARECRUITMENTLTD_756150,RUBAGA DIVISION BLOCK 1.PLOT 650 KAMPALA,+256-700-724854,"13 Sep, 2024 - 12 Sep, 2026",,,,,,,,
AMENVU INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/AMENVUINTERNATIONALLIMITED_751896,"Solent Avenue, Bugolobi Kampala",+256-782-533295,"29 Apr, 2024 - 28 Apr, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_354_1704795427.jpg,AMENVU INTERNATIONAL LIMITED,E24040023,29 April 2024,28 April 2026,"(' P.O BOX 125693,BUGOLOBI ,KAMPALA', 'Kampala, Uganda ')", +256-782-533295 , amenvus@gmail.com 
COJECTIVE INVESTMENT LIMITED,https://eemis.mglsd.go.ug/companies/COJECTIVEINVESTMENTLIMITED_735000,WAKALIGA MENGO POKINO ROAD,+256-200-901132,"14 Mar, 2024 - 13 Mar, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_350_1703845930.jpg,COJECTIVE INVESTMENT LIMITED,E24030005,14 March 2024,13 March 2026,"(' P.0.BOX 103191 KAMPALA UGANDA', 'Kampala, Uganda ')", +256-200-901132 , cojinvestment@gmail.com 
EMMARI RECRUIT INTERNATIONAL,https://eemis.mglsd.go.ug/companies/EMMARIRECRUITINTERNATIONAL_722454,NTINDA,+256-776-051110,"07 Sep, 2025 - 06 Sep, 2027",,,,,,,,
SUUBI RECRUITMENT CO. LTD.,https://eemis.mglsd.go.ug/companies/SUUBIRECRUITMENTCOLTD_718296,"75A KIMERA Rd, KAMPALA, UGANDA",+256-783-564019,"02 Apr, 2024 - 01 Apr, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_346_1697175460.jpg,SUUBI RECRUITMENT CO. LTD.,E24040001,02 April 2024,01 April 2026,"(' 3507 KAMPALA', 'Kampala, Uganda ')", +256-783-564019 , SUUBIRECRUITMENT@YAHOO.COM 
BIZAAT LABOUR CONSULTS LTD,https://eemis.mglsd.go.ug/companies/BIZAATLABOURCONSULTSLTD_714150,GGABA ROAD,+256-775-674673,"18 Nov, 2024 - 17 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_345_1721732636.jpeg,BIZAAT LABOUR CONSULTS LTD,E24110018,18 November 2024,17 November 2026,"(' 26514 KAMPALA', 'Kampala, Uganda ')", +256-775-674673 , bizaatlabourconsults@gmail.com 
PNEUMA NIKOS GROUP LTD,https://eemis.mglsd.go.ug/companies/pneumaNikosgroupLtd_710016,"Kigoowa Rd, Kampala, Uganda",+256-704-757768,"31 May, 2024 - 30 May, 2026",,,,,,,,
PEARL OF MAKKA INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/PEARLOFMAKKAINTERNATIONALLIMITED_705894,gomotoka road,+256-702-424281,"06 Dec, 2024 - 05 Dec, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_343_1655793799.jpeg,PEARL OF MAKKA INTERNATIONAL LIMITED,E24120005,06 December 2024,05 December 2026,"(' P O Box 162839', 'Kampala, Uganda ')", +256-702-424281 , pearlofmakka2021@gmail.com 
MAXIMUS EXPEDITIONS LTD,https://eemis.mglsd.go.ug/companies/MAXIMUSEXPEDITIONSLTD_701784,Ntinda - Kisaasi Road,+256-709-013099,"31 May, 2024 - 30 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_342_1711519982.jpeg,MAXIMUS EXPEDITIONS LTD,E24050031,31 May 2024,30 May 2026,"(' P.O BOX, 6624 KAMPALA', 'Kampala, Uganda ')", +256-709-013099 , maximusexpeditions@gmail.com 
EL-BARQ RECRUITMENT AGENCY U LIMITED,https://eemis.mglsd.go.ug/companies/EL-BARQRECRUITMENTAGENCYULIMITED_689526,SSENTEMA ROAD MASIKI ZONE,+256-783-302076,"06 Mar, 2025 - 05 Mar, 2027",,,,,,,,
JEVEUX D EMPLOI ENTERPRISE LTD,https://eemis.mglsd.go.ug/companies/JEVEUXDEMPLOIENTERPRISELTD_685464,KANYANYA KITALA WALIGO OFF GAYAZA ROAD,+256-782-881819,"08 Aug, 2024 - 07 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_338_1556199618.jpg,JEVEUX D EMPLOI ENTERPRISE LTD,E24080009,08 August 2024,07 August 2026,"(' P.O Box  250025', 'Kampala, Uganda ')", +256-782-881819 , jeveuxdemploi@gmail.com 
EXERTION FORCE INTERNATIONAL COMPANY LIMITED,https://eemis.mglsd.go.ug/companies/ExertionForceinternationalCompanyLimited_669336,"Mulwanya-muli Road, Kikaaya Parish, Kikaaya Zone   Kawempe Zone",+256-757-598668,"02 Feb, 2024 - 01 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_334_1700658078.jpeg,EXERTION FORCE INTERNATIONAL COMPANY LIMITED,E24020005,02 February 2024,01 February 2026,"(' 73592 Clock Tower, Kampla', 'Kampala, Uganda ')", +256-757-598668 , okellosilver06@gmail.com 
AL MERIDIAN VENTURES LTD,https://eemis.mglsd.go.ug/companies/AlMeridianVenturesLtd_661344,"Bahai Road, Kampala, أوغندا",+256-703-147062,"02 Apr, 2024 - 01 Apr, 2026",,,,,,,,
VAXIN KT GROUP LIMITED,https://eemis.mglsd.go.ug/companies/VaxinKTGrouplimited_653400,"41 Nkrumah Rd, Kampala, Uganda",+256-704-902796,"18 Nov, 2024 - 17 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_330_1559213906.jpg,VAXIN KT GROUP LIMITED,E24110021,18 November 2024,17 November 2026,"(' P.O BOX 433 andrew male building', 'Kampala, Uganda ')", +256-704-902796 , vaxinktgroup@gmail.com 
SUPREME LINK LIMITED,https://eemis.mglsd.go.ug/companies/SUPREMELINKLIMITED_637656,"WAKALIGA - WAKALIGA ROAD, OPPOSITE LUBIRIRI SECONDARY SCHOOL KAMPALA UGANDA",+256-782-767154,"19 Jun, 2024 - 18 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_326_1550654848.jpg,SUPREME LINK LIMITED,E24060014,19 June 2024,18 June 2026,"(' P.O Box 6077', 'Kampala, Uganda ')", +256-782-767154 , supremelink8@gmail.com 
AL-FUJAIRAH INTERNATIONAL GROUP,https://eemis.mglsd.go.ug/companies/AL-FUJAIRAHINTERNATIONALGROUP_629856,KADUYU ROAD OPPOSITE FOX WOODS HOTEL .ا,+256-709-999992,"22 May, 2024 - 21 May, 2026",,,,,,,,
EKISIINGA RECRUITMENT CO. LIMITED,https://eemis.mglsd.go.ug/companies/EKISIINGARECRUITMENTCOLIMITED_610566,"MARTY'S GARDEN B ROAD, PLOT #24",+256-785-213932,"21 Sep, 2025 - 20 Sep, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_319_1617362005.jpg,EKISIINGA RECRUITMENT CO. LIMITED,E25090013,21 September 2025,20 September 2027,"(' 3507 KAMPALA', 'Kampala, Uganda ')", +256-785-213932 , ekisiingarecruitment@yahoo.com 
CREATIVE GROUP INTERNATIONAL LTD,https://eemis.mglsd.go.ug/companies/CREATIVEGROUPINTERNATIONALLTD_591576,"Plot 1712 Sentema Road, Kampala",+256-200-923265,"25 Mar, 2025 - 24 Mar, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_314_1678963928.jpg,CREATIVE GROUP INTERNATIONAL LTD,E25030010,25 March 2025,24 March 2027,"(' P.O BOX  477,  KAMPALA UGANDA', 'Kampala, Uganda ')", +256-200-923265 , kampalacreative@gmail.com 
ALRUWWAD COMPANY LIMITED,https://eemis.mglsd.go.ug/companies/ALRUWWADCOMPANYLIMITED_558150,"Mukalazi Road, Off Kampala International School, Bukoto",+256-756-559212,"06 Nov, 2025 - 05 Nov, 2027",,,,,,,,
INFINITY RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/INFINITYRECRUITMENTAGENCYLTD_515094,"PLOT 129 Kabaka Anjagala Road, Kampala, Uganda",+256-751-403557,"02 Feb, 2024 - 01 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_293_1671195115.jpg,INFINITY RECRUITMENT AGENCY LTD,E24020006,02 February 2024,01 February 2026,"(' P.O.BOX 10932 KAMPALA', 'Kampala, Uganda ')", +256-751-403557 , infinityug2018@gmail.com 
KEFURA INVESTMENTS LIMITED,https://eemis.mglsd.go.ug/companies/KEFURAINVESTMENTSLIMITED_504600,"Kitintale , Block 243 Plot 1432",+256-703-957983,"28 Feb, 2024 - 27 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_290_1702541838.jpg,KEFURA INVESTMENTS LIMITED,E24020020,28 February 2024,27 February 2026,"(' P.O Box ', 'Kampala, Uganda ')", +256-703-957983 , kefurainvestments@gmail.com 
KLEEJA INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/KLEEJAINTERNATIONALLIMITED_501126,"Plot 190 Old Kira Road, Ntinda",+256-785-102957,"17 Jul, 2025 - 16 Jul, 2027",,,,,,,,
AXIS WARRIORS LIMITED,https://eemis.mglsd.go.ug/companies/AXISWARRIORSLIMITED_494214,"Plot 52 Bunyonyi drive, Bugolobi, Kampala, Uganda",+256-772-979191,"18 Dec, 2024 - 17 Dec, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_287_1730717762.jpeg,AXIS WARRIORS LIMITED,E24120017,18 December 2024,17 December 2026,"(' P.O Box 22236', 'Kampala, Uganda ')", +256-772-979191 , axiswarriorsltd@gmail.com 
LABOUR WORTH INTERNATIONAL JOB AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/LABOURWORTHINTERNATIONALJOBAGENCYLIMITED_487350,KISAASI SSEBAGALA STAGE OFF KADU ROAD,+256-772-577833,"12 Jan, 2024 - 11 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_285_1625904696.jpg,LABOUR WORTH INTERNATIONAL JOB AGENCY LIMITED,E24010008,12 January 2024,11 January 2026,"(' P.O BOX 132593,kampala', 'Kampala, Uganda ')", +256-772-577833 , labourworth@gmail.com 
TSK RECRUITMENT AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/TSKRECRUITMENTAGENCYLIMITED_477144,P.O.BOX 8175 KLA,+256-704-235060,"29 Apr, 2024 - 28 Apr, 2026",,,,,,,,
PRIME RECRUITMENT COMPANY LTD,https://eemis.mglsd.go.ug/companies/PRIMERECRUITMENTCOMPANYLTD_467046,"PLOT 85, BUZIGA ROAD- MUNYONYO-KAMPALA",+256-778-742927,"17 Jul, 2025 - 16 Jul, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_279_1680157305.jpg,PRIME RECRUITMENT COMPANY LTD,E25070016,17 July 2025,16 July 2027,"(' P.O. BOX 120661', 'Kampala, Uganda ')", +256-778-742927 , prc802@gmail.com 
ABSOLUTE LABOUR INTERNATIONAL LTD,https://eemis.mglsd.go.ug/companies/ABSOLUTELABOURINTERNATIONALLTD_457056,"Kisugu Rd, Kampala, Uganda",+256-772-314032,"06 Nov, 2025 - 05 Nov, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_276_1684821459.jpeg,ABSOLUTE LABOUR INTERNATIONAL LTD,E25110009,06 November 2025,05 November 2027,"(' 33454, Kampala', 'Kampala, Uganda ')", +256-772-314032 , absolutelabour@gmail.com 
AL-IMAN INTERNATIONAL SERVICES LIMITED,https://eemis.mglsd.go.ug/companies/AL-IMANINTERNATIONALSERVICESLIMITED_453750,KASUBI,+256-753-295080,"04 Jul, 2025 - 03 Jul, 2027",,,,,,,,
EBBO TIGERS SECURITY SERVICES LIMITED,https://eemis.mglsd.go.ug/companies/EBBOTIGERSSECURITYSERVICESLIMITED_434166,"P.O. BOX 300010, NAMIREMBE, KIBUGA , MENGO, KAMPALA PLOT 371",+256-756-239920,"07 Aug, 2025 - 06 Aug, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_269_1748844562.jpeg,EBBO TIGERS SECURITY SERVICES LIMITED,E25080005,07 August 2025,06 August 2027,"(' P.O. BOX 300010', 'Kampala, Uganda ')", +256-756-239920 , ebbotigersc@gmail.com 
MIGRATION SOLUTION LIMITED,https://eemis.mglsd.go.ug/companies/MIGRATIONSOLUTIONLIMITED_424536,NEXT TO NAMIREMBE COURTS APARTMENT,+256-779-832864,"14 Mar, 2024 - 13 Mar, 2026",https://eemis.mglsd.go.ug/assets/images/brands/logo_2661554796529514.jpg,MIGRATION SOLUTION LIMITED,E24030006,14 March 2024,13 March 2026,"(' P.O Box 12416', 'Kampala, Uganda ')", +256-779-832864 , migration.s.ltd@gmail.com 
WORLD HIGH END GATE INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/WORLDHIGHENDGATEINTERNATIONALLIMITED_421350,NAJJANANKUMBI II,+256-772-189519,"12 May, 2025 - 11 May, 2027",,,,,,,,
AL- SHAOLAH - SMC LIMITED,https://eemis.mglsd.go.ug/companies/AL-SHAOLAH-SMCLIMITED_405600,"Plot 101, Queen Maxima Road Ntinda",+256-702-240475,"12 May, 2025 - 11 May, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_260_1741852436.jpg,AL- SHAOLAH - SMC LIMITED,E25050010,12 May 2025,11 May 2027,"(' p.o box11331 ntinda', 'Kampala, Uganda ')", +256-702-240475 , alshoalahsmcltdomar@gmail.com 
ORONE RECRUITMENT SERVICES LIMITED,https://eemis.mglsd.go.ug/companies/ORONERECRUITMENTSERVICESLIMITED_387096,"STELLA STAGE. KIKAJJO  Rd off Entebbe road, Kampala, Uganda",+256-393-400403,"19 Jun, 2024 - 18 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/logo_2541629817230488.jpeg,ORONE RECRUITMENT SERVICES LIMITED,E24060015,19 June 2024,18 June 2026,"(' P.O BOX 27878, KAMPALA', 'Kampala, Uganda ')", +256-393-400403 , oronerecruitmentservicesltd@gmail.com 
SKYNET CONSULTANTS INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/SKYNETCONSULTANTSINTERNATIONALLIMITED_384054,"Management Training & Advisory Center (MTAC) Block B Room B10,Nakawa, Kampala, Uganda",+256-702-469517,"21 Oct, 2025 - 20 Oct, 2027",,,,,,,,
TRANSCEND AGENCIES INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/TRANSCENDAGENCIESINTERNATIONALLIMITED_366054,"PLOT 2407, KIWAFU ESTATE, KANSANGA, KAMPALA, UGANDA",+256759588122,"04 Jul, 2025 - 03 Jul, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_247_1677054434.jpg,TRANSCEND AGENCIES INTERNATIONAL LIMITED,E25070001,04 July 2025,03 July 2027,"(' PO BOX 33565, KAMPALA', 'Kampala, Uganda ')", +256759588122 , info@tragenciesint.com 
KING'S LAND AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/KINGSLANDAGENCYLIMITED_357216,"Entebbe Municipality, Uganda",+256-782-700764,"25 Jun, 2025 - 24 Jun, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_244_1615382762.jpg,KING'S LAND AGENCY LIMITED,E25060009,25 June 2025,24 June 2027,"(' P.O BOX 10236, KAMPALA', 'Wakiso, Uganda ')", +256-782-700764 , kingslandagency@gmail.com 
PRECISION INTERNATIONAL LABOUR CONNECTIONS LIMITED,https://eemis.mglsd.go.ug/companies/PRECISIONINTERNATIONALLABOURCONNECTIONSLIMITED_345600,KIYANJA ZONE,+256-705-693935,"06 Nov, 2025 - 05 Nov, 2027",,,,,,,,
