company_name,company_link,company_location_companiespage,company_phone,company_calendar,logo_link,company_name_copg,Licence No :,Start Date :,Expiry Date :,Address :,Phone :,Email :,active_company
HUSSAIN MOHAMMED AL ABBAD AND PARTNERS RECRUITMENT COMPANY,https://eemis.mglsd.go.ug/companies/HUSSAINMOHAMMEDALABBADANDPARTNERSRECRUITMENTCOMPANY_29251584,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-505-850110,"10 Mar, 2024 - 10 Mar, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2208_1705505917.jpg,HUSSAIN MOHAMMED AL ABBAD AND PARTNERS RECRUITMENT COMPANY,SA24030002,10 March 2024,10 March 2026,"(' P.O Box ', 'Saudi Arabia ')", +966-505-850110 , halabbadro@gmail.com ,True
IBRAHIM AHMED QARI BASLY  RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/IBRAHIMAHMEDQARIBASLYRECRUITMENTOFFICE_21980376,Saudi Arabia /JAZAN / Abu Arish / King Fahad Road,+966-555-771183,"14 Aug, 2023 - 14 Aug, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1914_1667401396.jpg,IBRAHIM AHMED QARI BASLY  RECRUITMENT OFFICE,SA1052,14 August 2023,14 August 2025,"(' P.O Box ', 'Jizan, Saudi Arabia ')", +966-555-771183 , ibrahimahmedqari@gmail.com ,True
IDEAL DESIGN AND CONSTRUCTION FOR GENERAL ARCHITECTURAL CONTRACTING,https://eemis.mglsd.go.ug/companies/IDEALDESIGNANDCONSTRUCTIONFORGENERALARCHITECTURALCONTRACTING_31850496,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-560-600566,"22 Aug, 2024 - 21 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2304_1724072637.jpeg,IDEAL DESIGN AND CONSTRUCTION FOR GENERAL ARCHITECTURAL CONTRACTING,SA24080029,22 August 2024,21 August 2026,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-560-600566 , idealdesign@mail.com ,True
IDEALE HUMAN RESOURCE CONSULTANCY LTD,https://eemis.mglsd.go.ug/companies/IDEALEHUMANRESOURCECONSULTANCYLTD_964806,+256752355841,+256782104434,"23 Aug, 2024 - 22 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_401_1648646304.jpg,IDEALE HUMAN RESOURCE CONSULTANCY LTD,E24080036,23 August 2024,22 August 2026,"(' P.O Box ', 'Kampala, Uganda ')", +256782104434 , Idealehrconsultancy@gmail.com ,True
IGOLA HOLDINGS INTERNATIONAL LTD,https://eemis.mglsd.go.ug/companies/IGOLAHOLDINGSINTERNATIONALLTD_4284150,KYANJA,+256-776-416456,"26 Feb, 2024 - 25 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_845_1690890525.jpg,IGOLA HOLDINGS INTERNATIONAL LTD,E24020015,26 February 2024,25 February 2026,"(' P.O.BOX 108113 KAMPALA, UGANDA', 'Kampala, Uganda ')", +256-776-416456 , igolaholdingsinternationalltd@gmail.com ,True
IMARA GLOBAL EMPLOYMENT LIMITED,https://eemis.mglsd.go.ug/companies/IMARAGLOBALEMPLOYMENTLIMITED_322944,"41 Nkrumah Rd, Kampala, Uganda",+256-701-467411,"12 Oct, 2023 - 11 Oct, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_232_1617889618.png,IMARA GLOBAL EMPLOYMENT LIMITED,E23100009,12 October 2023,11 October 2025,"(' P.O BOX 9722 KAMPALA', 'Kampala, Uganda ')", +256-701-467411 , imaraglobalemploymentltd@gmail.com ,True
IMPACT RECRUITMENT UGANDA AGENCY LTD,https://eemis.mglsd.go.ug/companies/IMPACTRECRUITMENTUGANDAAGENCYLTD_381024,KIWATULE,+256-751-835582,"22 Sep, 2023 - 21 Sep, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_252_1690967896.jpg,IMPACT RECRUITMENT UGANDA AGENCY LTD,E23090015,22 September 2023,21 September 2025,"(' P.O BOX 12332, KAMPALA', 'Kampala, Uganda ')", +256-751-835582 , irugaltd@gmail.com ,True
INFINITY RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/INFINITYRECRUITMENTAGENCYLTD_515094,"PLOT 129 Kabaka Anjagala Road, Kampala, Uganda",+256-751-403557,"02 Feb, 2024 - 01 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_293_1671195115.jpg,INFINITY RECRUITMENT AGENCY LTD,E24020006,02 February 2024,01 February 2026,"(' P.O.BOX 10932 KAMPALA', 'Kampala, Uganda ')", +256-751-403557 , infinityug2018@gmail.com ,True
INFINITY STUFFING LIMITED,https://eemis.mglsd.go.ug/companies/INFINITYSTUFFINGLIMITED_843750,PLOT 257 WAVAMUNO ROAD OPPOSITE MAWANGA MOSQUE,+256-392-966825,"02 Apr, 2024 - 01 Apr, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_375_1612791383.jpg,INFINITY STUFFING LIMITED,E24040004,02 April 2024,01 April 2026,"(' P.O Box N/A', 'Kampala, Uganda ')", +256-392-966825 , admin@infinitystuffing.com ,True
INKREDIBLE AFRIKA LTD,https://eemis.mglsd.go.ug/companies/InkredibleAfrikaLtd_267126,COLVILLE STREET,+256-785-641286,"02 Nov, 2023 - 01 Nov, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_211_1689931000.jpg,INKREDIBLE AFRIKA LTD,E23110002,02 November 2023,01 November 2025,"(' P.O Box 26012', 'Kampala, Uganda ')", +256-785-641286 , inkredibleafrika@gmail.com ,True
INTERCONNECT OVERSEAS RECRUITMENT LIMITED,https://eemis.mglsd.go.ug/companies/INTERCONNECTOVERSEASRECRUITMENTLIMITED_777600,"Plot 29, Hancook Road Ntinda - Kampala",+256-774-545273,"25 Jul, 2024 - 24 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_360_1716887050.jpg,INTERCONNECT OVERSEAS RECRUITMENT LIMITED,E24070019,25 July 2024,24 July 2026,"(' P.O.BOX 826 Kampala - Uganda', 'Kampala, Uganda ')", +256-774-545273 , interconnectoverseas@gmail.com ,True
INTERCONTINENTAL OPPORTUNITIES LIMITED,https://eemis.mglsd.go.ug/companies/INTERCONTINENTALOPPORTUNITIESLIMITED_237606,KANYANYA,+256-772-584315,"30 Jun, 2023 - 29 Jun, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_199_1616839070.jpeg,INTERCONTINENTAL OPPORTUNITIES LIMITED,E23060013,30 June 2023,29 June 2025,"(' P.BOX 24722', 'Kampala, Uganda ')", +256-772-584315 , info@intercontinentalopportunities.co.ug ,True
INTERNATIONAL AGREEMENT RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/InternationalAgreementRecruitmentOffice_19918104,"Al  Nahdha, Riyadh , Saudi Arabia",+966-114-446262,"04 Dec, 2024 - 03 Dec, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1822_1668013749.jpg,INTERNATIONAL AGREEMENT RECRUITMENT OFFICE,SA24120001,04 December 2024,03 December 2026,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-114-446262 , i.a.r.riyadh@gmail.com ,True
INTERNATIONAL EMPLOYMENT LINKAGES (U) LTD,https://eemis.mglsd.go.ug/companies/INTERNATIONALEMPLOYMENTLINKAGESULTD_21600,"Nakasero Rd, Kampala, Uganda",+256-414-581258,"28 Feb, 2024 - 27 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_60_1704984673.jpg,INTERNATIONAL EMPLOYMENT LINKAGES (U) LTD,E24020016,28 February 2024,27 February 2026,"(' P.O. BOX 33826, KAMPALA', 'Kampala, Uganda ')", +256-414-581258 , inter.linkages@gmail.com ,True
INTERSTELLAR RECRUITMENT OFFICE LTD,https://eemis.mglsd.go.ug/companies/INTERSTELLARRECRUITMENTOFFICELTD_1756086,+256708234172,+256708234172,"26 Feb, 2023 - 25 Feb, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_541_1663167827.jpg,INTERSTELLAR RECRUITMENT OFFICE LTD,E23020012,26 February 2023,25 February 2025,"(' 107422 KAMPALA UGANDA', 'Kampala, Uganda ')", +256708234172 , interstellarrecruitment@gmail.com ,False
INVE TRACK CONSTRUCTION AND ENGINEERING LIMITED,https://eemis.mglsd.go.ug/companies/INVETRACKCONSTRUCTIONANDENGINEERINGLIMITED_1156326,MENGO,+256701477008,"23 Sep, 2024 - 22 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_439_1647079894.jpg,INVE TRACK CONSTRUCTION AND ENGINEERING LIMITED,E24090024,23 September 2024,22 September 2026,"(' P.O.BOX 35199 KAMPALA UGANDA', 'Kampala, Uganda ')", +256701477008 , Inve.truck@gmail.com ,True
IQ PLUS NETWORKS LIMITED,https://eemis.mglsd.go.ug/companies/IQPLUSNETWORKSLIMITED_11409846,"GOGONYA ROAD,NSAMBYA,KAMPALA",+256-414-673647,"23 Sep, 2024 - 22 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1379_1648631814.jpg,IQ PLUS NETWORKS LIMITED,E24090030,23 September 2024,22 September 2026,"(' 101838 KAMPALA', 'Kampala, Uganda ')", +256-414-673647 , info@iqplusnetworks.com ,True
ISAB INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/ISABINTERNATIONALLIMITED_3750,"10363,KAMPALA UGANDA",+256-704-826665,"16 Aug, 2024 - 15 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_25_1582711729.jpg,ISAB INTERNATIONAL LIMITED,E24080022,16 August 2024,15 August 2026,"(' P. O BOX 10363 KAMPALA', 'Kampala, Uganda ')", +256-704-826665 , isabinternationalug@gmail.com ,True
JABEZ CONSULTANTS LIMITED,https://eemis.mglsd.go.ug/companies/JABEZCONSULTANTSLIMITED_15000,Kampala,+256-772-389100,"08 Aug, 2024 - 07 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_50_1710921256.png,JABEZ CONSULTANTS LIMITED,E24080006,08 August 2024,07 August 2026,"(' P.O Box 145737', 'Kampala, Uganda ')", +256-772-389100 , recruitment.jabez@gmail.com ,True
JABRAN INTERNATIONAL RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/JABRANINTERNATIONALRECRUITMENTAGENCYLTD_1597536,"Lowe Nsooba, Mulago III, Kawempe Div, P.O BOX 40250, Kampala-UG",+256-200-906487,"18 Nov, 2024 - 17 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_516_1645356787.jpg,JABRAN INTERNATIONAL RECRUITMENT AGENCY LTD,E24110024,18 November 2024,17 November 2026,"(' P.O Box 40250', 'Kampala, Uganda ')", +256-200-906487 , jabraninternationalrecrutment@gmail.com ,True
JACKOV RECRUITMENT COMPANY - SMC LIMITED,https://eemis.mglsd.go.ug/companies/JACKOVRECRUITMENTCOMPANY-SMCLIMITED_28619136,"NTINDA, KIWATULE",+256-777-700855,"22 May, 2024 - 21 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2184_1709110636.jpeg,JACKOV RECRUITMENT COMPANY - SMC LIMITED,E24050020,22 May 2024,21 May 2026,"(' P.O.BOX 136849, AMPALA, UGANDA', 'Kampala, Uganda ')", +256-777-700855 , jackovrecruitmentcompany@gmail.com ,True
JADUWA ENTERPRISES LTD,https://eemis.mglsd.go.ug/companies/JADUWAENTERPRISESLTD_1470150,0000403329,+256-753-756520,"31 May, 2024 - 30 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_495_1647860132.png,JADUWA ENTERPRISES LTD,E24050038,31 May 2024,30 May 2026,"(' P.O Box 100729', 'Kampala, Uganda ')", +256-753-756520 , jaduwaug@gmail.com ,True
JAG SECURITY LTD,https://eemis.mglsd.go.ug/companies/JAGSECURITYLTD_1350,MAGOBA LANE MUYENGA,+256-414-269373,"30 Aug, 2023 - 29 Aug, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_15_1619161939.jpg,JAG SECURITY LTD,E23080017,30 August 2023,29 August 2025,"(' P.O Box 25669', 'Kampala, Uganda ')", +256-414-269373 , jagsecgroup@yahoo.com ,True
JAKE EMPLOYMENT AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/JAKEEMPLOYMENTAGENCYLIMITED_9018456,34244 KLA,+256-712-496699,"06 Dec, 2024 - 05 Dec, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1226_1724407848.jpg,JAKE EMPLOYMENT AGENCY LIMITED,E24120008,06 December 2024,05 December 2026,"(' P.O. BOX 72117', 'Wakiso, Uganda ')", +256-712-496699 , jakeemploymentagencylimited@gmail.com ,True
JAL HUMAN RESOURCES COMPANY,https://eemis.mglsd.go.ug/companies/JALHumanResourcescompany_9225600,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-800-304013,"13 Feb, 2025 - 13 Feb, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_1240_1739019751.jpg,JAL HUMAN RESOURCES COMPANY,SA25020006,13 February 2025,13 February 2027,"(' P.O Box ', 'Eastern Province, Saudi Arabia ')", +966-800-304013 , b.alharbi@jalint.com.sa ,True
JARO HOLDINGS INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/JAROHOLDINGSINTERNATIONALLIMITED_66150,NTINDA - KAMPALA,+256-782-123123,"25 May, 2023 - 24 May, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_105_1681191889.jpeg,JARO HOLDINGS INTERNATIONAL LIMITED,E23050036,25 May 2023,24 May 2025,"(' P.O.Box 73689 Kampala', 'Kampala, Uganda ')", +256-782-123123 , jarosint@gmail.com ,True
JAWA HUMAN RECOURSES COMPANY,https://eemis.mglsd.go.ug/companies/JawaHumanRecoursesCompany_28253400,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-551-327872,"06 Dec, 2023 - 06 Dec, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2170_1700952659.jpg,JAWA HUMAN RECOURSES COMPANY,SA23120003,06 December 2023,06 December 2025,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-551-327872 , jawa.resources1@gmail.com ,True
JAYAMA INVESTMENTS LTD,https://eemis.mglsd.go.ug/companies/JAYAMAINVESTMENTSLTD_3465600,OPPOSITE UMCAT,+256782337461,"20 Jan, 2023 - 19 Jan, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_760_1663665034.png,JAYAMA INVESTMENTS LTD,E23010010,20 January 2023,19 January 2025,"(' P.O Box 560', 'Kampala, Uganda ')", +256782337461 , jayama.investmentsltd@gmail.com ,False
JEDDAH ALSAREEA RECRUTMENT OFFICE,https://eemis.mglsd.go.ug/companies/JEDDAHALSAREEARECRUTMENTOFFICE_18712536,https://goo.gl/maps/Mznh3YGrueaRu24N9,+966-559-990448,"04 Jun, 2023 - 23 Apr, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1766_1664460120.jpeg,JEDDAH ALSAREEA RECRUTMENT OFFICE,SA531,04 June 2023,23 April 2025,"(' P.O Box ', 'Makkah, Saudi Arabia ')", +966-559-990448 , A12010AA@HOTMAIL.COM ,True
JEHAN HUMAN RESOURCES RECRUITMENT COMPANY,https://eemis.mglsd.go.ug/companies/JehanHumanResourcesRecruitmentCompany_30240150,Jeddah,+966-126-592148,"13 Aug, 2024 - 12 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2245_1713953141.jpg,JEHAN HUMAN RESOURCES RECRUITMENT COMPANY,SA24080017,13 August 2024,12 August 2026,"(' P.O Box ', 'Makkah, Saudi Arabia ')", +966-126-592148 , recruitment2@jrc.sa ,True
JERICHO INTERNATIONAL UGANDA SMC LIMITED,https://eemis.mglsd.go.ug/companies/JERICHOINTERNATIONALUGANDASMCLIMITED_169344,PLOT 27 FACTORY ROAD,+256-392-178652,"29 Mar, 2023 - 28 Mar, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_168_1670339249.jpg,JERICHO INTERNATIONAL UGANDA SMC LIMITED,E23030008,29 March 2023,28 March 2025,"(' 24272 KAMPALA', 'Kampala, Uganda ')", +256-392-178652 , info@jerichoitl.com ,False
JERICHO INTERNATIONAL UGANDA SMC LIMITED,https://eemis.mglsd.go.ug/companies/JERICHOINTERNATIONALUGANDASMCLIMITED_169344,WONDERLAND LANE,+256-392-178652,"29 Mar, 2023 - 18 Apr, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_168_1670339249.jpg,JERICHO INTERNATIONAL UGANDA SMC LIMITED,E23030008,29 March 2023,18 April 2025,"(' 178602 KAMPALA', 'Wakiso, Uganda ')", +256-392-178652 , info@jerichoitl.com ,True
JERICHO INTERNATIONAL UGANDA SMC LIMITED,https://eemis.mglsd.go.ug/companies/JERICHOINTERNATIONALUGANDASMCLIMITED_169344,WONDERLAND LANE,+256-392-178652,"29 Mar, 2023 - 28 Mar, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_168_1670339249.jpg,JERICHO INTERNATIONAL UGANDA SMC LIMITED,E23030008,29 March 2023,28 March 2025,"(' 178602 KAMPALA', 'Wakiso, Uganda ')", +256-392-178652 , info@jerichoitl.com ,False
JERUSALEM RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/JerusalemRecruitmentAgencyLtd_40344,"Plot 1444, Kinawataka Road, Kireka, Kiira Municipality, Wakiso District",+256-393-239190,"06 Jul, 2023 - 05 Jul, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_82_1684845571.jpg,JERUSALEM RECRUITMENT AGENCY LTD,E23070006,06 July 2023,05 July 2025,"(' P.O BOX 4171, KAMPALA', 'Wakiso, Uganda ')", +256-393-239190 , jerusalemagencyltd@gmail.com ,True
JEVEUX D EMPLOI ENTERPRISE LTD,https://eemis.mglsd.go.ug/companies/JEVEUXDEMPLOIENTERPRISELTD_685464,KANYANYA KITALA WALIGO OFF GAYAZA ROAD,+256-782-881819,"08 Aug, 2024 - 07 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_338_1556199618.jpg,JEVEUX D EMPLOI ENTERPRISE LTD,E24080009,08 August 2024,07 August 2026,"(' P.O Box  250025', 'Kampala, Uganda ')", +256-782-881819 , jeveuxdemploi@gmail.com ,True
JIMMY LINES INTERNATIONAL SMC LTD,https://eemis.mglsd.go.ug/companies/JIMMYLINESINTERNATIONALSMCLTD_1458294,KIREKA B,+256-701-269162,"24 Jan, 2025 - 23 Jan, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_493_1730964771.jpg,JIMMY LINES INTERNATIONAL SMC LTD,E25010016,24 January 2025,23 January 2027,"(' P.O Box 884', 'Wakiso, Uganda ')", +256-701-269162 , jimmylines161@gmail.com ,True
JOBLINE CONSULTANCY UGANDA LIMITED,https://eemis.mglsd.go.ug/companies/JOBLINECONSULTANCYUGANDALIMITED_576600,"Naalya-Namugongo Rd, behind Naalya ss",+256-702-666755,"10 Aug, 2023 - 09 Aug, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_310_1618566786.jpg,JOBLINE CONSULTANCY UGANDA LIMITED,E23080006,10 August 2023,09 August 2025,"(' 12882 Kampala, Uganda', 'Wakiso, Uganda ')", +256-702-666755 , joblineconsultancyug@gmail.com ,True
JOREDO DELIVERY SERVICE LLC,https://eemis.mglsd.go.ug/companies/joredodeliveryservicellc_32294400,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+971521090956,"21 Oct, 2024 - 21 Oct, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2320_1728549792.jpg,JOREDO DELIVERY SERVICE LLC,AE24100009,21 October 2024,21 October 2026,"(' P.O Box ', 'Dubayy, United Arab Emirates ')", +971521090956 , faisalakbar@joredo.ae ,True
JOREDO DELIVERY SERVICE LLC,https://eemis.mglsd.go.ug/companies/joredodeliveryservicellc_32294400,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+971521090956,"Oct 21, 2024 - Oct 21, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2320_1728549792.jpg,JOREDO DELIVERY SERVICE LLC,AE24100009,21 October 2024,21 October 2026,"(' P.O Box ', 'Dubayy, United Arab Emirates ')", +971521090956 , faisalakbar@joredo.ae ,False
KAGADI RECRUITMENT AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/KAGADIRECRUITMENTAGENCYLIMITED_11592600,"98, KAGADI",+256-789-316605,"19 Jun, 2024 - 18 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1390_1715249231.png,KAGADI RECRUITMENT AGENCY LIMITED,E24060009,19 June 2024,18 June 2026,"(' P.O Box 98, Kagadi', 'Wakiso, Uganda ')", +256-789-316605 , info@kagadirecruitment.com ,True
KAMWE RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/KAMWERECRUITMENTAGENCYLTD_99846,"NAKAWA DIVISION, PLOT 2619 BUKOTO FROBEL ROAD",+256-774-229933,"09 May, 2023 - 08 May, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_129_1614940025.jpeg,KAMWE RECRUITMENT AGENCY LTD,E23050019,09 May 2023,08 May 2025,"(' P.O.BOX 2619', 'Kampala, Uganda ')", +256-774-229933 , kamwetradingug@gmail.com ,True
KANAKAR RECRUITMENT AGENCY  LTD,https://eemis.mglsd.go.ug/companies/KANAKARRECRUITMENTAGENCYLTD_7246806,KABUSU GAMOTOKA ROAD,+256-708-040077,"02 Sep, 2024 - 01 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1099_1657093119.jpg,KANAKAR RECRUITMENT AGENCY  LTD,E24090004,02 September 2024,01 September 2026,"(' P.O.BOX 108396  KAMPALA UGANDA', 'Kampala, Uganda ')", +256-708-040077 , kanakarrecruitment@gmail.com ,True
KARARY SERVICES COMPANY LTD,https://eemis.mglsd.go.ug/companies/KARARYSERVICESCOMPANYLTD_26183526,"Plot 14, Kalule road",+256-777-543114,"29 Apr, 2024 - 28 Apr, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2089_1700903643.jpg,KARARY SERVICES COMPANY LTD,E24040022,29 April 2024,28 April 2026,"(' P.O Box 119951', 'Kampala, Uganda ')", +256-777-543114 , karary478@gmail.com ,True
KASTOP INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/KASTOPINTERNATIONALLIMITED_1109400,"MAKERERE, KAVULE",+256-755-909979,"02 Jul, 2024 - 01 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_430_1651061749.jpeg,KASTOP INTERNATIONAL LIMITED,E24070002,02 July 2024,01 July 2026,"(' 8282 KAMPALA', 'Kampala, Uganda ')", +256-755-909979 , kasenbad@gmail.com ,True
KAWADER AL KHALEEJ RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/KAWADERALKHALEEJRECRUITMENTOFFICE_17626776,Riyadh,+966-550-044866,"16 Apr, 2023 - 22 Jan, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1714_1677788042.jpg,KAWADER AL KHALEEJ RECRUITMENT OFFICE,SA1023,16 April 2023,22 January 2025,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-550-044866 , rasheed1388@gmail.com ,False
KAZI MASTERS LTD,https://eemis.mglsd.go.ug/companies/KAZIMASTERSLTD_122694,MAKERERE KIKONI NEXT TO GRAND GLOBAL HOTEL,+256-701-133334,"18 Feb, 2025 - 17 Feb, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_143_1602077087.jpg,KAZI MASTERS LTD,E25020008,18 February 2025,17 February 2027,"(' P.O BOX 8467, KAMPALA', 'Kampala, Uganda ')", +256-701-133334 , kazimasters@gmail.com ,True
KAZI MASTERS LTD,https://eemis.mglsd.go.ug/companies/KAZIMASTERSLTD_122694,MAKERERE KIKONI NEXT TO GRAND GLOBAL HOTEL,+256-701-133334,"20 Jan, 2023 - 08 Mar, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_143_1602077087.jpg,KAZI MASTERS LTD,E23010015,20 January 2023,08 March 2025,"(' P.O BOX 8467, KAMPALA', 'Kampala, Uganda ')", +256-701-133334 , kazimasters@gmail.com ,False
KAZI MASTERS LTD,https://eemis.mglsd.go.ug/companies/KAZIMASTERSLTD_122694,MAKERERE KIKONI NEXT TO GRAND GLOBAL HOTEL,+256-701-133334,"20 Jan, 2023 - 19 Jan, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_143_1602077087.jpg,KAZI MASTERS LTD,E23010015,20 January 2023,19 January 2025,"(' P.O BOX 8467, KAMPALA', 'Kampala, Uganda ')", +256-701-133334 , kazimasters@gmail.com ,False
KAZI TRAVEL WORLD - SMC LIMITED,https://eemis.mglsd.go.ug/companies/KAZITRAVELWORLD-SMCLIMITED_7312896,NALUMUNYE,+256-783-377999,"08 Aug, 2024 - 07 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1104_1714487985.jpeg,KAZI TRAVEL WORLD - SMC LIMITED,E24080013,08 August 2024,07 August 2026,"(' P.O.BOX 112810, KAMPALA. UGANDA', 'Wakiso, Uganda ')", +256-783-377999 , turiflonsed@gmail.com ,True
KEFURA INVESTMENTS LIMITED,https://eemis.mglsd.go.ug/companies/KEFURAINVESTMENTSLIMITED_504600,"Kitintale , Block 243 Plot 1432",+256-703-957983,"28 Feb, 2024 - 27 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_290_1702541838.jpg,KEFURA INVESTMENTS LIMITED,E24020020,28 February 2024,27 February 2026,"(' P.O Box ', 'Kampala, Uganda ')", +256-703-957983 , kefurainvestments@gmail.com ,True
KEIRA SOLUTIONS LTD,https://eemis.mglsd.go.ug/companies/KEIRASOLUTIONSLTD_857304,"P.O. BOX 37115, NtInda-Kiwatule Road, Kampala",+256-776-908448,"11 Jan, 2024 - 10 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_378_1698164684.jpg,KEIRA SOLUTIONS LTD,E24010007,11 January 2024,10 January 2026,"(' P.O Box 37115', 'Kampala, Uganda ')", +256-776-908448 , keirasolutionsltd@gmail.com ,True
KENAN RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/KenanRecruitmentoffice_6792576,Prince sultan street -public street next to bin Malhan stores,+966-545-999956,"18 Sep, 2023 - 18 Sep, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1064_1694269127.jpg,KENAN RECRUITMENT OFFICE,SA23090011,18 September 2023,18 September 2025,"(' P.O Box ', ""'Asir, Saudi Arabia "")", +966-545-999956 , Kananoffic2020@gmail.com ,True
KETING TAWAKAL LOGISTICS (U) LTD,https://eemis.mglsd.go.ug/companies/KETINGTAWAKALLOGISTICSULTD_9799704,2889 KLA,+256-704-506555,"23 Sep, 2024 - 22 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1278_1652131951.png,KETING TAWAKAL LOGISTICS (U) LTD,E24090026,23 September 2024,22 September 2026,"(' 2889 Kampala Uganda', 'Wakiso, Uganda ')", +256-704-506555 , kharim_5@yahoo.com ,True
KHALED ABDULLAH ALSAYARI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/KHALEDABDULLAHALSAYARIRECRUITMENTOFFICE_13464024,"ALBAGDADIYYA,JEDDAH",+966-556-495924,"07 Sep, 2023 - 07 Sep, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1498_1648552009.jpeg,KHALED ABDULLAH ALSAYARI RECRUITMENT OFFICE,SA23090006,07 September 2023,07 September 2025,"(' P.O Box ', 'Makkah, Saudi Arabia ')", +966-556-495924 , ALSAYARIMANPOWER@GMAIL.COM ,True
